S.No.,State,District,area_ha,production_tonnes,yield_ton_per_ha,season_label,season_start_year,season_end_year
27,Punjab,Fatehgarh sahib,84500.0,404700.0,4.79,2022 - 2023,2022,2023
28,Punjab,Fazilka,200000.0,925000.0,4.63,2022 - 2023,2022,2023
29,Punjab,Firozepur,188700.0,906000.0,4.8,2022 - 2023,2022,2023
30,Punjab,Gurdaspur,185100.0,820400.0,4.43,2022 - 2023,2022,2023
31,Punjab,Hoshiarpur,141700.0,570800.0,4.03,2022 - 2023,2022,2023
32,Punjab,Jalandhar,173400.0,754300.0,4.35,2022 - 2023,2022,2023
33,Punjab,Kapurthala,108600.0,484300.0,4.46,2022 - 2023,2022,2023
34,Punjab,Ludhiana,244700.0,1123400.0,4.59,2022 - 2023,2022,2023
36,Punjab,Mansa,170800.0,854200.0,5.0,2022 - 2023,2022,2023
37,Punjab,Moga,178100.0,846300.0,4.75,2022 - 2023,2022,2023
38,Punjab,Muktsar,217100.0,1019100.0,4.69,2022 - 2023,2022,2023
39,Punjab,Nawanshahr,78100.0,386300.0,4.95,2022 - 2023,2022,2023
40,Punjab,Pathankot,40100.0,160300.0,4.0,2022 - 2023,2022,2023
41,Punjab,Patiala,233300.0,1145100.0,4.91,2022 - 2023,2022,2023
42,Punjab,Rupnagar,67900.0,306300.0,4.51,2022 - 2023,2022,2023
43,Punjab,S.a.s nagar,53000.0,217000.0,4.09,2022 - 2023,2022,2023
44,Punjab,Sangrur,290800.0,1516200.0,5.213892709766163,2022 - 2023,2022,2023
45,Punjab,Tarn taran,189800.0,886400.0,4.67,2022 - 2023,2022,2023
46,Uttar Pradesh,Agra,130922.0,552753.0,4.22,2022 - 2023,2022,2023
47,Uttar Pradesh,Aligarh,182135.0,764238.0,4.2,2022 - 2023,2022,2023
48,Uttar Pradesh,Allahabad,244722.0,563350.0,2.3,2022 - 2023,2022,2023
49,Uttar Pradesh,Ambedkar nagar,118413.0,402367.0,3.4,2022 - 2023,2022,2023
50,Uttar Pradesh,Amethi,129528.0,381460.0,2.95,2022 - 2023,2022,2023
51,Uttar Pradesh,Amroha,92734.0,381508.0,4.11,2022 - 2023,2022,2023
52,Uttar Pradesh,Auraiya,103008.0,429543.0,4.17,2022 - 2023,2022,2023
53,Uttar Pradesh,Azamgarh,234260.0,840759.0,3.59,2022 - 2023,2022,2023
54,Uttar Pradesh,Baghpat,54815.0,248696.0,4.54,2022 - 2023,2022,2023
55,Uttar Pradesh,Bahraich,187662.0,608400.0,3.24,2022 - 2023,2022,2023
56,Uttar Pradesh,Ballia,147717.0,514646.0,3.48,2022 - 2023,2022,2023
57,Uttar Pradesh,Balrampur,105224.0,320828.0,3.05,2022 - 2023,2022,2023
58,Uttar Pradesh,Banda,193742.0,635086.0,3.28,2022 - 2023,2022,2023
59,Uttar Pradesh,Barabanki,165972.0,629698.0,3.79,2022 - 2023,2022,2023
60,Uttar Pradesh,Bareilly,207246.0,844527.0,4.07,2022 - 2023,2022,2023
61,Uttar Pradesh,Basti,141055.0,482549.0,3.42,2022 - 2023,2022,2023
62,Uttar Pradesh,Bijnor,152517.0,577887.0,3.79,2022 - 2023,2022,2023
63,Uttar Pradesh,Budaun,215342.0,912619.0,4.24,2022 - 2023,2022,2023
64,Uttar Pradesh,Bulandshahr,195453.0,837712.0,4.29,2022 - 2023,2022,2023
65,Uttar Pradesh,Chandauli,114959.0,365340.0,3.18,2022 - 2023,2022,2023
66,Uttar Pradesh,Chitrakoot,79992.0,251175.0,3.14,2022 - 2023,2022,2023
67,Uttar Pradesh,Deoria,172605.0,636049.0,3.68,2022 - 2023,2022,2023
68,Uttar Pradesh,Etah,135849.0,562279.0,4.14,2022 - 2023,2022,2023
69,Uttar Pradesh,Etawah,100105.0,405625.0,4.05,2022 - 2023,2022,2023
70,Uttar Pradesh,Faizabad,107032.0,339077.0,3.17,2022 - 2023,2022,2023
71,Uttar Pradesh,Farrukhabad,75116.0,311055.0,4.14,2022 - 2023,2022,2023
72,Uttar Pradesh,Fatehpur,171841.0,645950.0,3.76,2022 - 2023,2022,2023
73,Uttar Pradesh,Firozabad,100972.0,427515.0,4.23,2022 - 2023,2022,2023
74,Uttar Pradesh,Gautam buddha nagar,44552.0,180792.0,4.06,2022 - 2023,2022,2023
75,Uttar Pradesh,Ghaziabad,28373.0,112783.0,3.98,2022 - 2023,2022,2023
76,Uttar Pradesh,Ghazipur,187825.0,675607.0,3.6,2022 - 2023,2022,2023
77,Uttar Pradesh,Gonda,153425.0,489119.0,3.19,2022 - 2023,2022,2023
78,Uttar Pradesh,Gorakhpur,196530.0,741901.0,3.78,2022 - 2023,2022,2023
79,Uttar Pradesh,Hamirpur,143552.0,461807.0,3.22,2022 - 2023,2022,2023
80,Uttar Pradesh,Hapur,40962.0,173761.0,4.24,2022 - 2023,2022,2023
81,Uttar Pradesh,Hardoi,305898.0,1196979.0,3.91,2022 - 2023,2022,2023
82,Uttar Pradesh,Hathras,78596.0,316585.0,4.03,2022 - 2023,2022,2023
83,Uttar Pradesh,Jalaun,163199.0,583926.0,3.58,2022 - 2023,2022,2023
84,Uttar Pradesh,Jaunpur,215069.0,857265.0,3.99,2022 - 2023,2022,2023
85,Uttar Pradesh,Jhansi,139381.0,478634.0,3.43,2022 - 2023,2022,2023
86,Uttar Pradesh,Kannauj,65342.0,260584.0,3.99,2022 - 2023,2022,2023
87,Uttar Pradesh,Kanpur dehat,124650.0,503835.0,4.04,2022 - 2023,2022,2023
88,Uttar Pradesh,Kanpur nagar,103833.0,407129.0,3.92,2022 - 2023,2022,2023
89,Uttar Pradesh,Kasganj,98291.0,407121.0,4.14,2022 - 2023,2022,2023
90,Uttar Pradesh,Kaushambi,79617.0,290682.0,3.65,2022 - 2023,2022,2023
91,Uttar Pradesh,Kheri,193565.0,798068.0,4.12,2022 - 2023,2022,2023
92,Uttar Pradesh,Kushi nagar,121800.0,450295.0,3.7,2022 - 2023,2022,2023
93,Uttar Pradesh,Lalitpur,170854.0,623617.0,3.65,2022 - 2023,2022,2023
94,Uttar Pradesh,Lucknow,80965.0,283216.0,3.5,2022 - 2023,2022,2023
95,Uttar Pradesh,Maharajganj,148897.0,550174.0,3.69,2022 - 2023,2022,2023
96,Uttar Pradesh,Mahoba,78392.0,308864.0,3.94,2022 - 2023,2022,2023
97,Uttar Pradesh,Mainpuri,149897.0,601087.0,4.01,2022 - 2023,2022,2023
98,Uttar Pradesh,Mathura,194250.0,695998.0,3.58,2022 - 2023,2022,2023
99,Uttar Pradesh,Mau,94319.0,323420.0,3.43,2022 - 2023,2022,2023
100,Uttar Pradesh,Meerut,77846.0,333337.0,4.28,2022 - 2023,2022,2023
101,Uttar Pradesh,Mirzapur,143382.0,478609.0,3.34,2022 - 2023,2022,2023
102,Uttar Pradesh,Moradabad,121331.0,507285.0,4.18,2022 - 2023,2022,2023
103,Uttar Pradesh,Muzaffarnagar,78088.0,343197.0,4.4,2022 - 2023,2022,2023
104,Uttar Pradesh,Pilibhit,141419.0,599192.0,4.24,2022 - 2023,2022,2023
105,Uttar Pradesh,Pratapgarh,160468.0,540296.0,3.37,2022 - 2023,2022,2023
106,Uttar Pradesh,Rae bareli,168080.0,586095.0,3.49,2022 - 2023,2022,2023
107,Uttar Pradesh,Rampur,150410.0,619990.0,4.12,2022 - 2023,2022,2023
108,Uttar Pradesh,Saharanpur,111810.0,465912.0,4.17,2022 - 2023,2022,2023
109,Uttar Pradesh,Sambhal,138066.0,568004.0,4.11,2022 - 2023,2022,2023
110,Uttar Pradesh,Sant kabeer nagar,104802.0,422981.0,4.04,2022 - 2023,2022,2023
111,Uttar Pradesh,Sant ravidas nagar,48863.0,136621.0,2.8,2022 - 2023,2022,2023
112,Uttar Pradesh,Shahjahanpur,231514.0,1006854.0,4.35,2022 - 2023,2022,2023
113,Uttar Pradesh,Shamli,55001.0,268845.0,4.89,2022 - 2023,2022,2023
114,Uttar Pradesh,Shravasti,98200.0,328970.0,3.35,2022 - 2023,2022,2023
115,Uttar Pradesh,Siddharth nagar,180842.0,723911.0,4.0,2022 - 2023,2022,2023
116,Uttar Pradesh,Sitapur,209869.0,793305.0,3.78,2022 - 2023,2022,2023
117,Uttar Pradesh,Sonbhadra,81130.0,231058.0,2.85,2022 - 2023,2022,2023
118,Uttar Pradesh,Sultanpur,116559.0,449568.0,3.86,2022 - 2023,2022,2023
119,Uttar Pradesh,Unnao,241665.0,846794.0,3.5,2022 - 2023,2022,2023
120,Uttar Pradesh,Varanasi,70793.0,173726.0,2.45,2022 - 2023,2022,2023
