candidate,period,normal,feature_set,model,rows,rmse,mae,bias,equal_state_rmse,mean_year_rmse,max_year_rmse,direction_accuracy
mean5__history__ridge_100p0,development,mean5,history,ridge_100p0,238,336.49545601919255,250.9016611332144,59.91151836193253,364.2011485427041,333.44594602525774,378.64542612055556,0.6470588235294118
mean5__history__ridge_100p0,late,mean5,history,ridge_100p0,238,404.7473311799735,291.0501274098058,78.2215589428559,471.7169322254291,399.20826758470537,465.9402778146499,0.5882352941176471
mean5__history__state_ridge_100p0,rolling_2016_2022,mean5,history,state_ridge_100p0,833,565.9664396309194,454.62067817262846,-319.7069826793401,515.940370250835,532.6916739698661,828.6219876714503,0.5210084033613446
mean5__history__state_ridge_100p0,development,mean5,history,state_ridge_100p0,238,372.9482202614316,299.1754289518188,-195.62318209227206,347.64227664733835,368.98326979117905,423.2209099535171,0.6890756302521008
mean5__history__state_ridge_100p0,late,mean5,history,state_ridge_100p0,238,387.0320041355298,285.3161275357924,78.51395335442793,446.2244009527778,381.9003180275438,444.71687090674715,0.6050420168067226
mean5__history__xgb_1p0,rolling_2016_2022,mean5,history,xgb_1p0,833,593.1447087208348,472.9461621993459,-294.98083474384055,557.5941253298971,551.2531668317998,999.7618894103414,0.4909963985594238
mean5__history__xgb_1p0,development,mean5,history,xgb_1p0,238,379.3395070558793,305.3005070425883,-139.46721103612114,360.319512610341,374.2231701749224,436.31568596892623,0.7184873949579832
mean5__history__xgb_1p0,late,mean5,history,xgb_1p0,238,426.7650243813379,305.29156299349165,138.55093468688645,506.30579327762473,419.985752846558,495.7508730610331,0.5546218487394958
mean5__history__xgb_2p0,rolling_2016_2022,mean5,history,xgb_2p0,833,523.6414173987372,406.57050250719163,-200.7291765423037,500.63645713042746,486.9764952987829,893.1719363504096,0.5342136854741897
mean5__history__xgb_2p0,development,mean5,history,xgb_2p0,238,314.48698955480194,244.10780101714013,-33.96462308809537,318.06894569927096,311.4645413548842,354.96058804689676,0.7436974789915967
mean5__history__xgb_2p0,late,mean5,history,xgb_2p0,238,423.65993472655487,300.30517416002436,185.82526104953175,499.14582562183415,415.68964579788667,497.4812020181731,0.5672268907563025
mean5__modis__extra_3p0,rolling_2016_2022,mean5,modis,extra_3p0,833,745.229552291939,604.6693407633011,-269.9202015414528,722.2867001310575,675.3325184132354,1379.845134845679,0.45138055222088835
mean5__modis__extra_3p0,development,mean5,modis,extra_3p0,238,462.05385859320194,380.7528607768595,-69.74158377706763,428.4923565967205,452.8952563876288,544.4357118292019,0.6680672268907563
mean5__modis__extra_3p0,late,mean5,modis,extra_3p0,238,547.1023578012167,436.2845395477708,415.3978630423771,609.9168865857172,536.414993047995,644.0251465883093,0.49159663865546216
mean5__modis__huber_10p0,rolling_2016_2022,mean5,modis,huber_10p0,833,1221.3571276436298,995.9547659012738,448.90139548998354,1217.5832012111653,1059.7782627083013,2347.274093044889,0.46938775510204084
mean5__modis__huber_10p0,development,mean5,modis,huber_10p0,238,1924.7378193459774,1820.7557377736105,1820.7557377736105,1898.0060821954378,1862.7552654373326,2347.274093044889,0.42857142857142855
mean5__modis__huber_10p0,late,mean5,modis,huber_10p0,238,733.4037813475908,571.4133975126418,312.5090759675378,794.6948536430233,665.3530348172449,973.8760413409512,0.7016806722689075
mean5__modis__ridge_1000p0,rolling_2016_2022,mean5,modis,ridge_1000p0,833,719.8799358820114,541.4961387214103,-333.8812780192213,692.5036217964279,616.928531300953,1415.427656602386,0.48139255702280914
mean5__modis__ridge_1000p0,development,mean5,modis,ridge_1000p0,238,391.831251990649,290.94349776559494,134.70382084435573,452.48668440865663,379.97384975918624,475.6378635561352,0.6092436974789915
mean5__modis__ridge_1000p0,late,mean5,modis,ridge_1000p0,238,343.8946587046702,252.37545190628583,42.25562613078087,369.0736380777905,343.13057499790216,366.04224859916116,0.6932773109243697
mean5__modis__ridge_100p0,rolling_2016_2022,mean5,modis,ridge_100p0,833,1020.5280290750621,766.7463247446748,-164.13751962294816,1065.57611791085,841.9975437279887,1767.6549583183876,0.4417767106842737
mean5__modis__ridge_100p0,development,mean5,modis,ridge_100p0,238,1171.2826050538902,884.4076794417317,847.33053652314,1330.3016231559723,968.6417216810709,1627.1522803819607,0.46638655462184875
mean5__modis__ridge_100p0,late,mean5,modis,ridge_100p0,238,374.04653465034767,269.03637142721516,71.26107370378705,417.23271778043215,372.9748584669521,401.2691164620074,0.6764705882352942
mean5__modis__state_ridge_100p0,rolling_2016_2022,mean5,modis,state_ridge_100p0,833,605.1940587193151,469.5450392647174,-310.78806150211204,567.5425229269567,544.8026193206331,1022.5907432583699,0.517406962785114
mean5__modis__state_ridge_100p0,development,mean5,modis,state_ridge_100p0,238,301.40885033701596,232.52728155000815,-34.71755253639784,310.58729787692783,301.39396630511817,304.3893187636775,0.7310924369747899
mean5__modis__state_ridge_100p0,late,mean5,modis,state_ridge_100p0,238,368.12247426388126,277.2933792075501,73.36373502924361,415.74874574078217,365.7435014026137,407.52683827173223,0.6428571428571429
mean5__modis__xgb_1p0,rolling_2016_2022,mean5,modis,xgb_1p0,833,667.9739612757752,538.8958429213858,-331.2040824629869,623.8031687950788,616.4355584490835,1133.807890741635,0.4921968787515006
mean5__modis__xgb_1p0,development,mean5,modis,xgb_1p0,238,501.45382551295995,393.46272916002437,-191.05583392922617,452.55790423371434,476.1769890527253,633.37563477928,0.6974789915966386
mean5__modis__xgb_1p0,late,mean5,modis,xgb_1p0,238,405.5487545895463,299.2118275790994,216.94537036602622,465.58456511638116,405.3954968467142,416.5437471819836,0.6008403361344538
mean5__modis__xgb_2p0,rolling_2016_2022,mean5,modis,xgb_2p0,833,694.5645544988586,559.9556359955529,-353.5070298645533,646.2955488916095,631.2933197371927,1205.600900403654,0.5078031212484994
mean5__modis__xgb_2p0,development,mean5,modis,xgb_2p0,238,483.3696587295523,385.49169468529084,-130.60359784885614,454.7481851090738,468.6510709164669,587.025057540102,0.6848739495798319
mean5__modis__xgb_2p0,late,mean5,modis,xgb_2p0,238,375.0808976830096,281.5061602852428,180.52077547737562,402.4892711274896,372.3077930425414,417.83346762825715,0.6848739495798319
mean5__none__zero_anomaly,rolling_2016_2022,mean5,none,zero_anomaly,833,531.3935364171622,431.3438750895252,-292.9778536019514,482.4816640336114,513.516035490244,720.5873654599449,0.5714285714285714
mean5__none__zero_anomaly,development,mean5,none,zero_anomaly,238,436.5745193255898,356.25210084033614,-284.5378151260504,383.3975608907413,429.53095143605503,507.63647417809375,0.6680672268907563
mean5__none__zero_anomaly,late,mean5,none,zero_anomaly,238,395.76116654416205,284.28339474611136,123.12373088056508,458.1528779583977,390.5174636478613,454.7281444606149,0.6092436974789915
mean5__outlook_only__extra_3p0,development,mean5,outlook_only,extra_3p0,238,377.4777984586637,309.68080484478776,257.97864069138996,383.36938085265047,377.3774878060551,386.0792132895585,0.5714285714285714
mean5__outlook_only__extra_3p0,late,mean5,outlook_only,extra_3p0,238,555.8983330634805,460.6239342293217,449.27359303124535,603.9289786630513,553.2436561440878,607.5061076098923,0.4831932773109244
mean5__outlook_only__huber_10p0,development,mean5,outlook_only,huber_10p0,238,393.1809024971697,311.8103997181663,267.658456508389,407.80477640635127,387.31913777927076,454.95867945727974,0.5756302521008403
mean5__outlook_only__huber_10p0,late,mean5,outlook_only,huber_10p0,238,424.49197835639677,308.2148530036297,235.67165123133057,506.2212141895088,423.04076145831084,458.1114591089159,0.5966386554621849
mean5__outlook_only__ridge_1000p0,development,mean5,outlook_only,ridge_1000p0,238,386.76381367830066,312.52187300306,256.2562656978438,426.14950303124573,386.75889095950004,388.71025836744764,0.6008403361344538
mean5__outlook_only__ridge_1000p0,late,mean5,outlook_only,ridge_1000p0,238,523.6366743478764,430.2632696073578,413.33935581728355,571.4627059665337,521.6937563961835,566.7602767782089,0.49159663865546216
mean5__outlook_only__ridge_100p0,development,mean5,outlook_only,ridge_100p0,238,351.5585498902307,272.157964880682,218.63420715362136,368.6443375849402,347.8374774988814,398.85221309691224,0.5840336134453782
mean5__outlook_only__ridge_100p0,late,mean5,outlook_only,ridge_100p0,238,411.8285431925193,302.63771905611253,251.87793627105117,465.84205096757955,409.6913729083469,451.59278043299383,0.6008403361344538
mean5__outlook_only__state_ridge_100p0,development,mean5,outlook_only,state_ridge_100p0,238,409.45444329958104,329.08237247235695,252.55731765746145,457.5407775214302,406.3968890814692,456.34195573147775,0.5672268907563025
mean5__outlook_only__state_ridge_100p0,late,mean5,outlook_only,state_ridge_100p0,238,507.2408938183839,400.08056767054813,372.79768495414385,559.7793612709606,506.9039250915698,525.3900033244776,0.5
mean5__outlook_only__xgb_1p0,development,mean5,outlook_only,xgb_1p0,238,457.53860485154087,373.8302943526196,321.29411830421253,533.7781630992721,457.4959498792306,463.7434112512576,0.5504201680672269
mean5__outlook_only__xgb_1p0,late,mean5,outlook_only,xgb_1p0,238,599.3338611470444,487.7772474567119,475.33524847207855,693.9905886586805,594.3626644826584,671.395775457742,0.47478991596638653
mean5__outlook_only__xgb_2p0,development,mean5,outlook_only,xgb_2p0,238,445.59745384688756,358.346720141523,299.71488537808426,525.3640674691316,445.3132578573252,461.2253052216491,0.5546218487394958
mean5__outlook_only__xgb_2p0,late,mean5,outlook_only,xgb_2p0,238,580.5355620204821,464.3557913239085,447.4670324381482,677.639734799418,575.0114985905118,654.9071509073352,0.48739495798319327
mean5__physical__extra_3p0,rolling_2016_2022,mean5,physical,extra_3p0,833,515.2875701018467,406.0353335362855,-223.20501182254404,493.24715020635205,482.3478912667828,884.2973762798006,0.5042016806722689
mean5__physical__extra_3p0,development,mean5,physical,extra_3p0,238,312.0331967120362,244.94143303934877,-41.126306173616896,323.5063836780559,311.5643683168825,328.6629134489771,0.7226890756302521
mean5__physical__extra_3p0,late,mean5,physical,extra_3p0,238,479.4519606213787,384.75687193528734,2.2838529843616664,530.6965003466215,478.56977537381783,507.6412844907796,0.47478991596638653
mean5__physical__huber_10p0,rolling_2016_2022,mean5,physical,huber_10p0,833,820.4697122217539,635.8875421221018,-174.79114091666247,904.6853825321713,737.2525438857502,1541.9199331529217,0.5342136854741897
mean5__physical__huber_10p0,development,mean5,physical,huber_10p0,238,498.04022837358394,362.1469181307877,294.4296676103572,611.7178047909953,491.9742366530944,569.4688787131541,0.5714285714285714
mean5__physical__huber_10p0,late,mean5,physical,huber_10p0,238,623.8023168364068,563.9258160945199,-536.2076861500351,631.844744525577,612.0330089958868,732.635357189898,0.5840336134453782
mean5__physical__ridge_1000p0,rolling_2016_2022,mean5,physical,ridge_1000p0,833,513.6265610851793,414.81895914153876,-225.71779868490847,511.5146273110767,484.88959638048425,844.1191723902758,0.5474189675870348
mean5__physical__ridge_1000p0,development,mean5,physical,ridge_1000p0,238,381.07730443165025,302.5113977983463,-19.0504398856502,424.02407988845084,380.90432972662126,392.3849023781075,0.6848739495798319
mean5__physical__ridge_1000p0,late,mean5,physical,ridge_1000p0,238,468.5650374963343,380.93575561777345,-203.43293703808683,504.56695518729225,449.3178510149556,582.2338512679098,0.5546218487394958
mean5__physical__ridge_100p0,rolling_2016_2022,mean5,physical,ridge_100p0,833,467.1302156467193,387.8714945084806,-145.70210941112435,495.0929047172375,452.9284996757563,615.3736435970317,0.6326530612244898
mean5__physical__ridge_100p0,development,mean5,physical,ridge_100p0,238,385.19766099598326,314.1112802580932,-50.88741168818067,428.40550491643864,382.822722687127,425.5310477677418,0.6722689075630253
mean5__physical__ridge_100p0,late,mean5,physical,ridge_100p0,238,479.7707221665183,401.51595550215353,-336.1587188002844,488.1275504067714,455.2867273683488,606.5941684623061,0.5756302521008403
mean5__physical__state_ridge_100p0,rolling_2016_2022,mean5,physical,state_ridge_100p0,833,529.7531951464741,426.7808473764452,-177.52374276063753,531.3904601745543,512.0829914851712,778.2501819330638,0.5402160864345739
mean5__physical__state_ridge_100p0,development,mean5,physical,state_ridge_100p0,238,463.4589206861327,357.7259447256841,42.684980608284285,548.3740045070258,458.6604876617989,525.1791182955986,0.6848739495798319
mean5__physical__state_ridge_100p0,late,mean5,physical,state_ridge_100p0,238,447.0672236742237,354.7117915162345,27.595797940463097,516.242530073691,446.01779479448874,476.63199428491697,0.5084033613445378
mean5__physical__xgb_1p0,rolling_2016_2022,mean5,physical,xgb_1p0,833,506.8661830604834,388.8069584544818,-258.5915546110419,467.14777816503994,464.26875988800805,905.4506866439323,0.5522208883553421
mean5__physical__xgb_1p0,development,mean5,physical,xgb_1p0,238,330.724045201824,261.9218704900822,-144.2999512237661,315.39085666414076,328.5403607040196,366.48275734854906,0.680672268907563
mean5__physical__xgb_1p0,late,mean5,physical,xgb_1p0,238,333.76337509076006,247.78217820580028,18.259887599341596,356.94837255520895,333.2427194492087,351.8781825792574,0.7142857142857143
mean5__physical__xgb_2p0,rolling_2016_2022,mean5,physical,xgb_2p0,833,554.9391927865298,459.8382838485773,-407.0949760356771,510.88164768453044,524.6430249121511,938.3528396406947,0.5066026410564226
mean5__physical__xgb_2p0,development,mean5,physical,xgb_2p0,238,492.85829624694964,431.7248481021208,-373.8085066851448,481.23835250137427,484.389536158255,575.3624851037329,0.6050420168067226
mean5__physical__xgb_2p0,late,mean5,physical,xgb_2p0,238,411.62847724842294,345.5133212792302,-259.63195022681685,375.6219647522643,410.22440348046507,444.1941263370333,0.6554621848739496
mean5__physical_modis__extra_3p0,rolling_2016_2022,mean5,physical_modis,extra_3p0,833,617.868350071696,468.92229916218514,-258.2181201634146,601.43592928532,543.2976092484572,1210.889492412416,0.5090036014405762
mean5__physical_modis__extra_3p0,development,mean5,physical_modis,extra_3p0,238,344.0330100520618,275.68865973997066,-69.24929831832112,341.15338919510276,340.32494035707083,390.700003398602,0.7310924369747899
mean5__physical_modis__extra_3p0,late,mean5,physical_modis,extra_3p0,238,434.2556786165894,314.4772626202542,183.57305967381902,505.3561279720772,420.1599478258754,529.9033424048309,0.5546218487394958
mean5__physical_modis__huber_10p0,rolling_2016_2022,mean5,physical_modis,huber_10p0,833,1260.8902389322216,1028.3412142726152,-81.40652864510827,1357.443848136453,1112.5707188706697,2205.5988728975744,0.4789915966386555
mean5__physical_modis__huber_10p0,development,mean5,physical_modis,huber_10p0,238,1112.8542791353066,844.2306453013243,837.5788977100408,1329.548876188942,952.0289873868048,1528.2975478384556,0.4495798319327731
mean5__physical_modis__huber_10p0,late,mean5,physical_modis,huber_10p0,238,865.3253098637745,805.9948802266046,-803.1315199933081,841.3285606149916,853.5395533995134,995.870585410796,0.5756302521008403
mean5__physical_modis__ridge_1000p0,rolling_2016_2022,mean5,physical_modis,ridge_1000p0,833,640.4564001154166,484.1259061270274,-320.7637660370934,626.7962544187244,551.6272816237198,1306.7007423580042,0.5090036014405762
mean5__physical_modis__ridge_1000p0,development,mean5,physical_modis,ridge_1000p0,238,352.31150764985904,270.4798029197763,112.72266569121982,385.59549128347544,352.13358726287595,363.32890520812526,0.6470588235294118
mean5__physical_modis__ridge_1000p0,late,mean5,physical_modis,ridge_1000p0,238,455.89938663524543,373.3832583959978,-244.2460371604171,476.9744248375076,442.169582496983,553.2115162375151,0.5756302521008403
mean5__physical_modis__ridge_100p0,rolling_2016_2022,mean5,physical_modis,ridge_100p0,833,646.1052199352358,480.58151878742154,-281.5160404240173,655.4590948247798,547.5792440167133,1361.491159279259,0.5138055222088835
mean5__physical_modis__ridge_100p0,development,mean5,physical_modis,ridge_100p0,238,402.4188107275226,294.92645827894745,161.23933327655348,459.17249157019296,388.3035741672307,493.95031342740685,0.5882352941176471
mean5__physical_modis__ridge_100p0,late,mean5,physical_modis,ridge_100p0,238,483.2738991121904,415.5282923057604,-354.02077346374415,486.43260523855054,475.45665177307114,562.0282051138778,0.5966386554621849
mean5__physical_modis__state_ridge_100p0,rolling_2016_2022,mean5,physical_modis,state_ridge_100p0,833,579.0842751386848,452.62168743734355,-206.42234542390503,580.1819463668854,535.4711155472069,1020.2642624166559,0.5054021608643458
mean5__physical_modis__state_ridge_100p0,development,mean5,physical_modis,state_ridge_100p0,238,410.54361167884394,300.9017780151352,142.20828336392725,492.4477488669218,398.49627932326064,497.22202295594883,0.6974789915966386
mean5__physical_modis__state_ridge_100p0,late,mean5,physical_modis,state_ridge_100p0,238,432.8839607359336,339.36491196413357,9.004834937327137,500.2571443231679,431.9585575463175,460.2486269158686,0.542016806722689
mean5__physical_modis__xgb_1p0,rolling_2016_2022,mean5,physical_modis,xgb_1p0,833,543.4269999424546,425.49077347017555,-309.0731525144944,495.62351033475375,502.0202093717367,925.8765526986508,0.5330132052821128
mean5__physical_modis__xgb_1p0,development,mean5,physical_modis,xgb_1p0,238,416.883653267823,328.95542683220714,-236.30741280567747,365.71426490426546,401.345325308051,514.1013017141875,0.680672268907563
mean5__physical_modis__xgb_1p0,late,mean5,physical_modis,xgb_1p0,238,339.77258127124236,252.10972481114504,31.150920044474027,366.5831756258828,339.1430465120254,359.81672509773415,0.6974789915966386
mean5__physical_modis__xgb_2p0,rolling_2016_2022,mean5,physical_modis,xgb_2p0,833,571.3249494989179,477.83962438231816,-424.8619732055313,520.0455384661744,543.5855733657463,934.1036289582257,0.5222088835534213
mean5__physical_modis__xgb_2p0,development,mean5,physical_modis,xgb_2p0,238,532.6404375903046,473.7536154855199,-426.6941871412662,502.45550808302164,529.4324649667622,587.8028409772805,0.6092436974789915
mean5__physical_modis__xgb_2p0,late,mean5,physical_modis,xgb_2p0,238,413.9869762520717,335.57640433319193,-228.69586665088312,369.2726397831075,406.49797002823124,484.8855766332337,0.7100840336134454
mean5__physical_modis_outlook__extra_3p0,development,mean5,physical_modis_outlook,extra_3p0,238,423.99524617231395,353.0724845262291,308.61040911760153,425.5354151926663,420.8466583175132,472.42241773706473,0.5462184873949579
mean5__physical_modis_outlook__extra_3p0,late,mean5,physical_modis_outlook,extra_3p0,238,585.6796104902626,495.8585430761532,486.048621747043,632.9777350147987,582.7027228075698,641.6785057754131,0.4789915966386555
mean5__physical_modis_outlook__huber_10p0,development,mean5,physical_modis_outlook,huber_10p0,238,909.7723372013326,715.5112806214482,692.1675598735745,966.2087904770968,823.2582348442993,1210.4682350997468,0.49159663865546216
mean5__physical_modis_outlook__huber_10p0,late,mean5,physical_modis_outlook,huber_10p0,238,484.2427967753533,389.51781364749155,-192.2807653020168,523.4916134219501,478.47755101567225,552.9780168052288,0.592436974789916
mean5__physical_modis_outlook__ridge_1000p0,development,mean5,physical_modis_outlook,ridge_1000p0,238,490.57977163485845,410.33875360839414,367.00623826377995,541.8616977124283,484.22640590296135,562.9239291397852,0.5462184873949579
mean5__physical_modis_outlook__ridge_1000p0,late,mean5,physical_modis_outlook,ridge_1000p0,238,520.079983754682,417.01231727445406,398.7491517414149,567.5224764406684,519.5546187940696,542.9252754390892,0.5
mean5__physical_modis_outlook__ridge_100p0,development,mean5,physical_modis_outlook,ridge_100p0,238,378.7515392381385,304.72584792731726,237.60653079514438,392.0889064733405,377.56297392802804,407.54512184778855,0.6092436974789915
mean5__physical_modis_outlook__ridge_100p0,late,mean5,physical_modis_outlook,ridge_100p0,238,421.3860837399702,301.43116957625966,213.54464416380458,487.3477643563307,416.9621197196645,477.862220611152,0.6008403361344538
mean5__physical_modis_outlook__state_ridge_100p0,development,mean5,physical_modis_outlook,state_ridge_100p0,238,543.8754608188409,454.71566075922436,401.46107621508554,622.3724231898257,543.734617400459,556.111318143511,0.5252100840336135
mean5__physical_modis_outlook__state_ridge_100p0,late,mean5,physical_modis_outlook,state_ridge_100p0,238,529.5052667495547,424.6813841607665,398.20573611662024,582.6217734074435,528.5222986594019,560.7714433813788,0.5210084033613446
mean5__physical_modis_outlook__xgb_1p0,development,mean5,physical_modis_outlook,xgb_1p0,238,458.876277436857,375.03534666530226,322.4476178624049,534.6027144814841,458.8734265843531,460.4909459943266,0.5546218487394958
mean5__physical_modis_outlook__xgb_1p0,late,mean5,physical_modis_outlook,xgb_1p0,238,598.3176206620556,486.36887239889137,473.77384409263556,692.9639966597289,593.3515580013609,670.2794710892712,0.4831932773109244
mean5__physical_modis_outlook__xgb_2p0,development,mean5,physical_modis_outlook,xgb_2p0,238,458.05032531864225,371.84817337288575,318.40189689047196,537.9647633993144,458.0464787977678,459.92365366442976,0.5630252100840336
mean5__physical_modis_outlook__xgb_2p0,late,mean5,physical_modis_outlook,xgb_2p0,238,588.903251748788,473.03397455802394,457.9592880928808,684.7387613071263,583.2294134891043,664.7799570890813,0.4831932773109244
mean5__physical_modis_outlook_broad__extra_3p0,development,mean5,physical_modis_outlook_broad,extra_3p0,238,429.49945400565423,358.2425884995012,316.2750768778082,430.3890801212011,426.5492875313071,476.80350424681717,0.5294117647058824
mean5__physical_modis_outlook_broad__extra_3p0,late,mean5,physical_modis_outlook_broad,extra_3p0,238,590.1405360324067,501.67971649753997,492.20012452866393,632.8216193753073,587.1748525932786,646.2641473147239,0.4789915966386555
mean5__physical_modis_outlook_broad__huber_10p0,development,mean5,physical_modis_outlook_broad,huber_10p0,238,713.8303022669943,586.5594941349796,531.4933416287464,740.3655807366571,691.2732247933573,869.3042027673632,0.47478991596638653
mean5__physical_modis_outlook_broad__huber_10p0,late,mean5,physical_modis_outlook_broad,huber_10p0,238,495.9399758619105,400.46254475295285,-250.44103213283276,510.9875192704273,485.8535012379324,585.3664903034548,0.6302521008403361
mean5__physical_modis_outlook_broad__ridge_1000p0,development,mean5,physical_modis_outlook_broad,ridge_1000p0,238,500.4168694404096,419.1692766631585,375.47823036789134,555.7116290355165,494.4718461878336,571.378520463447,0.5588235294117647
mean5__physical_modis_outlook_broad__ridge_1000p0,late,mean5,physical_modis_outlook_broad,ridge_1000p0,238,537.4609118684166,435.92299009735723,420.1614401261948,585.0148780329109,537.0198262777143,558.7899427469362,0.4957983193277311
mean5__physical_modis_outlook_broad__ridge_100p0,development,mean5,physical_modis_outlook_broad,ridge_100p0,238,388.4114646687129,311.2724562469168,249.73386313169678,402.71954808841093,388.3792019504533,393.3853360301473,0.5840336134453782
mean5__physical_modis_outlook_broad__ridge_100p0,late,mean5,physical_modis_outlook_broad,ridge_100p0,238,433.46548905761136,315.2170128132404,234.9678962094326,499.3174657432356,429.8276451345727,485.86803844174005,0.6050420168067226
mean5__physical_modis_outlook_broad__state_ridge_100p0,development,mean5,physical_modis_outlook_broad,state_ridge_100p0,238,541.5353314161246,453.6268414342755,408.14643165099176,617.1590723007306,541.1642013869807,561.2097073462546,0.5168067226890757
mean5__physical_modis_outlook_broad__state_ridge_100p0,late,mean5,physical_modis_outlook_broad,state_ridge_100p0,238,565.2162439898748,454.7732890121048,431.1601840205764,626.7679473228826,565.0004847834728,580.6163313651488,0.5084033613445378
mean5__physical_modis_outlook_broad__xgb_1p0,development,mean5,physical_modis_outlook_broad,xgb_1p0,238,459.3506592181028,374.89057695264574,322.3631031162599,536.2966692132477,459.3392129160467,462.58198977737567,0.5546218487394958
mean5__physical_modis_outlook_broad__xgb_1p0,late,mean5,physical_modis_outlook_broad,xgb_1p0,238,599.118296673519,487.2315582147824,474.65516277728534,693.7357032844193,594.1831004126277,670.9240711715125,0.4789915966386555
mean5__physical_modis_outlook_broad__xgb_2p0,development,mean5,physical_modis_outlook_broad,xgb_2p0,238,458.06979911705696,371.41134027272716,317.9087206616121,538.6845474408433,458.0617232904854,460.78174521900684,0.5630252100840336
mean5__physical_modis_outlook_broad__xgb_2p0,late,mean5,physical_modis_outlook_broad,xgb_2p0,238,590.8315811790736,474.3865636527806,459.27314405188514,687.0749611760514,585.0669526477161,667.3993171107841,0.4831932773109244
median5__history__extra_3p0,rolling_2016_2022,median5,history,extra_3p0,833,579.2383394176842,437.6664226165386,-143.60201374664294,559.1375238736399,521.0106399064204,1093.5057349339763,0.5018007202881153
median5__history__extra_3p0,development,median5,history,extra_3p0,238,321.27012237132703,247.79280920364127,140.15174108252987,346.4639858523618,319.96789442101783,348.86491967047624,0.6470588235294118
median5__history__extra_3p0,late,median5,history,extra_3p0,238,461.0304156125399,335.76820851082664,270.4591733234272,535.5378308466845,452.1263249173546,542.2974424472931,0.542016806722689
median5__history__huber_10p0,rolling_2016_2022,median5,history,huber_10p0,833,472.2740907762929,370.00936370382857,-129.03555629842174,462.57640048989384,462.8486591135739,598.2530140608083,0.6110444177671068
median5__history__huber_10p0,development,median5,history,huber_10p0,238,359.97827613128624,292.530405641507,-170.9184237590214,339.333982088353,359.80631406498907,370.9317644117831,0.6680672268907563
median5__history__huber_10p0,late,median5,history,huber_10p0,238,440.71006559435085,328.2387801329589,64.99359139760601,507.72264693519264,435.51883587759175,502.96292762775437,0.5210084033613446
median5__history__ridge_1000p0,rolling_2016_2022,median5,history,ridge_1000p0,833,536.3902448147117,424.1376553431878,-289.0441285588384,499.33547467273274,500.52271086625126,879.748130329435,0.5126050420168067
median5__history__ridge_1000p0,development,median5,history,ridge_1000p0,238,323.40122725939494,254.78939219422134,-107.74291395038142,312.93813529028495,323.39100674055464,325.96210615780615,0.6596638655462185
median5__history__ridge_1000p0,late,median5,history,ridge_1000p0,238,390.41294962655473,295.3685465386878,-3.1354661981487744,428.8503382353858,387.37817323202717,435.9623490460136,0.6176470588235294
median5__history__ridge_100p0,rolling_2016_2022,median5,history,ridge_100p0,833,559.8766554330991,440.51752812482744,-130.15993431896734,543.9247467843855,528.6486130916611,903.4424333248412,0.4801920768307323
median5__history__ridge_100p0,development,median5,history,ridge_100p0,238,449.5053889046816,355.928509203944,137.20078650297012,465.7324359033887,435.7440249611998,546.1172072337171,0.5
median5__history__ridge_100p0,late,median5,history,ridge_100p0,238,404.5380584949145,296.55129229286024,52.152512413254165,466.65563334797093,399.10974426594595,465.15861104506683,0.6050420168067226
median5__history__state_ridge_100p0,rolling_2016_2022,median5,history,state_ridge_100p0,833,523.9589898543644,419.0664491200641,-276.0702308484498,485.7846382192896,498.1504641452951,749.2100200694834,0.5330132052821128
median5__history__state_ridge_100p0,development,median5,history,state_ridge_100p0,238,332.13179152212865,266.37492480643425,-116.79964758283822,321.29122480579093,331.88814312742943,344.6077103812968,0.6764705882352942
median5__history__state_ridge_100p0,late,median5,history,state_ridge_100p0,238,401.9253078571364,303.7521178333134,37.79399435749032,452.58225507053646,398.13855641094653,453.1807492729806,0.5966386554621849
median5__history__xgb_1p0,rolling_2016_2022,median5,history,xgb_1p0,833,568.7224957558691,444.7333558210808,-272.7735953241119,547.8683448963362,524.6552136984888,981.093795882086,0.5198079231692677
median5__history__xgb_1p0,development,median5,history,xgb_1p0,238,324.6051444114296,256.3274187625957,-85.54658480301626,328.22478484882646,324.3900589909874,336.20485506154057,0.6596638655462185
median5__history__xgb_1p0,late,median5,history,xgb_1p0,238,424.62836231054814,308.9862513946895,97.23038506648207,491.6673247139879,420.79043677390405,477.75230470469853,0.6050420168067226
median5__history__xgb_2p0,rolling_2016_2022,median5,history,xgb_2p0,833,520.1929337415348,395.3730860779411,-188.52365113523945,503.28597450927555,479.6347907917082,898.5004937915745,0.5582232893157263
median5__history__xgb_2p0,development,median5,history,xgb_2p0,238,291.7083186202126,218.245115107348,16.04422096194338,302.2968948518587,290.404414414439,317.95471823923003,0.7436974789915967
median5__history__xgb_2p0,late,median5,history,xgb_2p0,238,409.9192224988478,286.82455586325307,154.71375496988625,476.47672919581595,405.2822397193123,466.7645554056761,0.5966386554621849
median5__modis__extra_3p0,rolling_2016_2022,median5,modis,extra_3p0,833,685.146692298053,536.8151000427586,-258.6948218866637,685.6170760009126,612.6910603781632,1316.9553962241082,0.4837935174069628
median5__modis__extra_3p0,development,median5,modis,extra_3p0,238,394.1430560932379,323.2041574519969,-42.79598037236281,387.79814357256635,390.0848632387225,446.4989407242613,0.6890756302521008
median5__modis__extra_3p0,late,median5,modis,extra_3p0,238,482.7789444022203,365.91669465251476,314.72014387963253,557.0935880487954,475.9339526730224,556.9424821693381,0.5294117647058824
