candidate,normal,feature_set,model,selection_years,shrink,log_offset,rmse,mae,bias,equal_state_rmse,mean_year_rmse,max_year_rmse,direction_accuracy,selection_score,protocol
mean5__physical__extra_3p0,mean5,physical,extra_3p0,2016-2017-2018,0.6,0.1,426.3639840231765,345.4185281701489,-152.07662037966688,384.43804909467957,423.2410414261778,496.07132660726137,0.6834733893557423,415.1017646418026,select_2016_2018_test_2019_2022
ewma5__modis__state_ridge_100p0,ewma5,modis,state_ridge_100p0,2016-2017-2018,0.2,0.1,432.90987075624724,337.5025872294245,-192.9091589859048,373.1808091158172,422.00415521438026,556.6412262724882,0.6498599439775911,415.251176460673,select_2016_2018_test_2019_2022
mean5__history__xgb_2p0,mean5,history,xgb_2p0,2016-2017-2018,0.7,0.1,431.53652733552474,345.49284041360823,-200.08619226087427,372.9499482415322,424.98630312968976,530.8809222719469,0.6582633053221288,415.25232651056785,select_2016_2018_test_2019_2022
mean5__history__xgb_1p0,mean5,history,xgb_1p0,2016-2017-2018,0.3,0.1,436.2394820687208,349.1156116529557,-242.50254764751804,353.4211553754917,436.0155356442092,454.8384755654059,0.6106442577030813,415.4789137892856,select_2016_2018_test_2019_2022
median5__history__huber_10p0,median5,history,huber_10p0,2016-2017-2018,0.4,0.1,411.6117926489643,327.31221182865096,36.923737015102674,429.64740049461966,409.0912222040947,447.0228718247011,0.711484593837535,415.49055199916074,select_2016_2018_test_2019_2022
ewma5__modis__xgb_1p0,ewma5,modis,xgb_1p0,2016-2017-2018,0.2,0.1,434.00512484404805,339.53126207611837,-184.84806318102335,375.27821509492145,420.6501862403324,570.1876022280231,0.6610644257703081,415.9846627558375,select_2016_2018_test_2019_2022
mean5__physical_modis__xgb_1p0,mean5,physical_modis,xgb_1p0,2016-2017-2018,0.4,0.1,433.22257135941004,350.9965045354186,-208.6876639097141,366.51369970519477,432.56512494567386,453.5596618083879,0.6330532212885154,416.3809918424222,select_2016_2018_test_2019_2022
mean5__physical_modis__state_ridge_100p0,mean5,physical_modis,state_ridge_100p0,2016-2017-2018,0.3,0.1,432.6080546020146,347.9704646529503,-208.7964374420741,368.13292090685263,432.4128445956471,449.780278888845,0.6302521008403361,416.44046867663224,select_2016_2018_test_2019_2022
mean5__physical__ridge_1000p0,mean5,physical,ridge_1000p0,2016-2017-2018,0.5,0.1,420.4074406268213,339.03690557291964,-100.8099524655883,405.75857683456553,419.8541998191958,443.6658537294111,0.6974789915966386,416.606914476851,select_2016_2018_test_2019_2022
mean5__physical__xgb_1p0,mean5,physical,xgb_1p0,2016-2017-2018,0.4,0.1,431.05550443156284,351.08045424169757,-180.720748081844,375.19889369116925,430.62515150008034,450.63203212162045,0.6470588235294118,416.98376351359383,select_2016_2018_test_2019_2022
ewma5__history__state_ridge_100p0,ewma5,history,state_ridge_100p0,2016-2017-2018,0.6,0.1,437.12317824825595,334.57011644143097,-183.4390253480126,373.0124610055387,421.944926165914,580.4907284888416,0.6722689075630253,417.30093591699114,select_2016_2018_test_2019_2022
mean5__modis__ridge_1000p0,mean5,modis,ridge_1000p0,2016-2017-2018,0.1,0.1,437.94693999124274,351.16318329439275,-242.24039460134745,356.1426112470276,437.3012185862358,470.8612317937042,0.6134453781512605,417.3344274539372,select_2016_2018_test_2019_2022
median5__history__extra_3p0,median5,history,extra_3p0,2016-2017-2018,0.5,0.1,428.72607443945066,345.1574277138865,-151.05087299560103,387.56883439514917,425.14192769500806,502.5207948385579,0.6722689075630253,417.5407277422646,select_2016_2018_test_2019_2022
weighted3__history__ridge_100p0,weighted3,history,ridge_100p0,2016-2017-2018,0.2,0.1,432.3797510518417,326.9293285956878,-81.38794539727913,393.46736277879666,412.132062434147,594.9033307601849,0.7647058823529411,417.5897318291568,select_2016_2018_test_2019_2022
ewma5__physical_modis__xgb_1p0,ewma5,physical_modis,xgb_1p0,2016-2017-2018,0.4,0.1,430.3470122265133,337.4735180666441,-122.19546010359689,391.9314887920207,418.6479629967251,556.3050041295816,0.711484593837535,417.8183690604431,select_2016_2018_test_2019_2022
mean5__modis__huber_10p0,mean5,modis,huber_10p0,2016-2017-2018,0.3,0.1,428.0065079100275,351.6852538334103,-151.42513076462737,388.4006899675918,427.26823823394506,459.03670605894905,0.6498599439775911,417.920486005398,select_2016_2018_test_2019_2022
ewma5__history__ridge_100p0,ewma5,history,ridge_100p0,2016-2017-2018,0.4,0.1,431.29572844212254,343.0235021294536,-121.1517125929556,391.02077071016737,420.2929090963791,552.3399056940356,0.680672268907563,418.4762841726979,select_2016_2018_test_2019_2022
ewma5__history__xgb_2p0,ewma5,history,xgb_2p0,2016-2017-2018,0.7,0.1,430.4090345889851,332.5747936275289,-95.8767651929213,398.8831557208651,414.8339884786587,576.9715177492915,0.7226890756302521,418.6338033443735,select_2016_2018_test_2019_2022
median5__physical_modis__xgb_1p0,median5,physical_modis,xgb_1p0,2016-2017-2018,0.6,0.1,421.1979450825862,344.93349202619004,-94.01841846203436,411.23704094938097,420.956348970801,440.9690184825685,0.7030812324929971,418.6473200213386,select_2016_2018_test_2019_2022
weighted3__history__ridge_1000p0,weighted3,history,ridge_1000p0,2016-2017-2018,0.3,0.1,435.3383134797864,327.7620279008558,-96.08847985023905,390.3557913284336,413.6696852406927,604.696691353941,0.7591036414565826,418.6755258821747,select_2016_2018_test_2019_2022
weighted3__history__ridge_1000p0,weighted3,history,ridge_1000p0,2016-2017-2018,0.4,0.1,435.8072770218894,328.3571396186344,-93.70130695499232,390.5738563753301,413.3632325970161,607.7728608678877,0.7507002801120448,418.8879107540312,select_2016_2018_test_2019_2022
weighted3__history__ridge_100p0,weighted3,history,ridge_100p0,2016-2017-2018,0.1,0.1,434.2942377712984,327.21864282842625,-92.18720836668298,393.04324298307614,414.5849588282434,596.2684092008832,0.7647058823529411,419.0541693384791,select_2016_2018_test_2019_2022
ewma5__history__huber_10p0,ewma5,history,huber_10p0,2016-2017-2018,0.6,0.1,420.1207584126297,337.9799145004719,6.3528732644514925,422.3680291994445,415.43963992237514,472.7255396751725,0.7254901960784313,419.51229648676974,select_2016_2018_test_2019_2022
median5__physical_modis__xgb_2p0,median5,physical_modis,xgb_2p0,2016-2017-2018,0.6,0.1,422.4537083833624,343.07531245714034,-95.24737644614383,412.20082603604993,421.0564072260088,468.66295939032966,0.7058823529411765,419.5411625071959,select_2016_2018_test_2019_2022
weighted3__history__ridge_1000p0,weighted3,history,ridge_1000p0,2016-2017-2018,0.2,0.1,435.88218937907106,328.1832095653379,-98.35878677015171,391.35942864154316,415.13615920346865,602.2310809062824,0.7535014005602241,419.5649916507885,select_2016_2018_test_2019_2022
median5__physical__ridge_100p0,median5,physical,ridge_100p0,2016-2017-2018,0.4,0.08131920699881451,413.0057948412717,324.88795057142715,53.54639881792213,446.77596969053735,405.72029708167196,464.4541734189047,0.7619047619047619,419.6269641136882,select_2016_2018_test_2019_2022
ewma5__history__extra_3p0,ewma5,history,extra_3p0,2016-2017-2018,0.4,0.1,436.17391028685057,339.18183701403456,-144.6006147481878,389.63939147953323,416.5718408745353,598.2941505617974,0.7002801120448179,419.6397632319424,select_2016_2018_test_2019_2022
mean5__history__state_ridge_100p0,mean5,history,state_ridge_100p0,2016-2017-2018,0.3,0.1,439.85977015525236,352.4003837046561,-233.44885720055356,359.9068607034678,439.5162683119552,463.3586363031005,0.6134453781512605,419.78566733148193,select_2016_2018_test_2019_2022
median5__physical__xgb_1p0,median5,physical,xgb_1p0,2016-2017-2018,0.6,0.1,420.5546249449242,342.18001275534135,-67.07568991696756,417.97354962916876,420.5164376528223,428.20034301840394,0.7170868347338936,419.8998092929599,select_2016_2018_test_2019_2022
mean5__physical_modis__xgb_2p0,mean5,physical_modis,xgb_2p0,2016-2017-2018,0.6,0.1,434.9147272033559,349.77927485896475,-191.09914636271037,380.38321977059246,430.34765231408215,518.9616743202405,0.6554621848739496,420.1400816228466,select_2016_2018_test_2019_2022
ewma5__history__xgb_1p0,ewma5,history,xgb_1p0,2016-2017-2018,0.5,0.1,438.3618748843049,335.5830493205312,-160.47739327653377,383.37311994277485,420.4793079972799,594.0313596679644,0.6946778711484594,420.14404442716614,select_2016_2018_test_2019_2022
median5__physical__state_ridge_100p0,median5,physical,state_ridge_100p0,2016-2017-2018,0.6,0.1,418.1665040450484,322.9417111116118,-35.209647149359505,430.10395386267817,414.2173336573092,493.84353725160514,0.7142857142857143,420.163573902521,select_2016_2018_test_2019_2022
weighted3__history__ridge_1000p0,weighted3,history,ridge_1000p0,2016-2017-2018,0.5,0.1,437.2971453808708,329.6918975998086,-91.19685112648303,392.02126833352423,414.24806355973533,611.4393733878317,0.7478991596638656,420.2159056637503,select_2016_2018_test_2019_2022
weighted3__history__ridge_100p0,weighted3,history,ridge_100p0,2016-2017-2018,0.3,0.1,434.40985659209724,329.8377405674776,-70.14659533221311,398.36068726638774,414.15736732329,595.1079312635553,0.7591036414565826,420.33444194346805,select_2016_2018_test_2019_2022
ewma5__physical_modis__ridge_1000p0,ewma5,physical_modis,ridge_1000p0,2016-2017-2018,0.2,0.1,437.3592153148425,340.46530535511306,-165.0444439478581,386.73628175336466,420.4225559091771,588.6438806751754,0.7002801120448179,420.46931707305674,select_2016_2018_test_2019_2022
ewma5__history__ridge_1000p0,ewma5,history,ridge_1000p0,2016-2017-2018,0.7,0.1,441.33600160172807,341.4063497295458,-183.40816401990796,380.2462268527989,420.44771636890965,608.4647017314309,0.6638655462184874,420.84148660629114,select_2016_2018_test_2019_2022
mean5__history__ridge_1000p0,mean5,history,ridge_1000p0,2016-2017-2018,0.5,0.1,441.8225757738941,357.9685373947659,-250.10819854183814,359.5860948279506,440.34958579751446,486.0463503440751,0.5994397759103641,420.8952080433133,select_2016_2018_test_2019_2022
mean5__physical__state_ridge_100p0,mean5,physical,state_ridge_100p0,2016-2017-2018,0.6,0.1,428.98239855418063,342.1106957378167,-129.58063090625464,397.10817764031725,428.5673812452321,453.6292894756773,0.680672268907563,420.91008899847765,select_2016_2018_test_2019_2022
ewma5__physical_modis__xgb_2p0,ewma5,physical_modis,xgb_2p0,2016-2017-2018,0.6,0.1,434.2008498609929,335.4083359489758,-113.16350898465514,397.67885441075845,418.66795560335885,576.7942985705253,0.7282913165266106,421.1871274340258,select_2016_2018_test_2019_2022
weighted3__history__ridge_1000p0,weighted3,history,ridge_1000p0,2016-2017-2018,0.1,0.1,437.4245503698351,329.21584823699317,-100.51263222788937,393.56659111657325,417.7186629812061,600.3952475631662,0.742296918767507,421.5335887093624,select_2016_2018_test_2019_2022
ewma5__modis__ridge_100p0,ewma5,modis,ridge_100p0,2016-2017-2018,0.1,0.1,442.19607051605175,346.37065810085386,-215.7394354752896,374.6784059005284,427.15240768834286,587.3021669301864,0.6554621848739496,421.5557386552437,select_2016_2018_test_2019_2022
mean5__history__ridge_100p0,mean5,history,ridge_100p0,2016-2017-2018,0.4,0.1,435.2518157370871,358.6831563250499,-172.73399058281723,381.7260077118101,434.01446441438605,462.9555171115265,0.6246498599439776,421.5610259000926,select_2016_2018_test_2019_2022
median5__history__xgb_1p0,median5,history,xgb_1p0,2016-2017-2018,0.6,0.1,434.90196897124434,346.8527457651514,-191.14891068940904,383.80518268402784,432.8652764812238,492.2985166863395,0.6554621848739496,421.6185992769351,select_2016_2018_test_2019_2022
ewma5__modis__xgb_2p0,ewma5,modis,xgb_2p0,2016-2017-2018,0.2,0.1,441.8024712644099,344.4098080432714,-201.73574580678553,377.72989059626025,426.49027728903616,588.3377852783632,0.6554621848739496,421.95627760352903,select_2016_2018_test_2019_2022
median5__physical_modis__state_ridge_100p0,median5,physical_modis,state_ridge_100p0,2016-2017-2018,0.5,0.1,423.0295743377323,334.2725326838696,-98.61016008849242,420.43620652538584,421.8669980553348,465.0015800118188,0.6890756302521008,422.09058831404633,select_2016_2018_test_2019_2022
weighted3__history__huber_10p0,weighted3,history,huber_10p0,2016-2017-2018,0.6,0.09981920493294423,423.73142215103593,329.6929663750843,56.53574364324153,428.0394909010286,413.3650484845216,511.8969322172312,0.7619047619047619,422.21684592190553,select_2016_2018_test_2019_2022
mean5__modis__xgb_1p0,mean5,modis,xgb_1p0,2016-2017-2018,0.2,0.1,443.64679522030286,355.2055101619372,-252.7893694616858,358.8712127115156,443.2482006167072,469.2028918650714,0.6078431372549019,422.3532509422071,select_2016_2018_test_2019_2022
ewma5__physical__extra_3p0,ewma5,physical,extra_3p0,2016-2017-2018,0.5,0.1,427.6097472345296,334.7821725808107,-52.4694544936392,413.67034765823394,420.56798461387893,529.8275541039218,0.7647058823529411,422.364456685293,select_2016_2018_test_2019_2022
ewma5__history__state_ridge_100p0,ewma5,history,state_ridge_100p0,2016-2017-2018,0.7,0.1,443.1412422922537,338.09223261175043,-187.45044615204057,377.64662013522957,426.1796207329499,594.9610528018594,0.6638655462184874,422.52718136317174,select_2016_2018_test_2019_2022
weighted3__history__ridge_1000p0,weighted3,history,ridge_1000p0,2016-2017-2018,0.6,0.1,439.80955281410525,331.98647590976185,-88.574682885952,394.6949389544591,416.34043239258614,615.6752290107739,0.7366946778711485,422.6636192438139,select_2016_2018_test_2019_2022
mean5__modis__state_ridge_100p0,mean5,modis,state_ridge_100p0,2016-2017-2018,0.2,0.1,443.31902262139704,354.3183705523785,-242.9432951648378,361.64384334900603,442.51148723427997,479.3511631077137,0.6190476190476191,422.69834395652,select_2016_2018_test_2019_2022
median5__history__xgb_2p0,median5,history,xgb_2p0,2016-2017-2018,0.7,0.1,431.8073630239634,343.0589639454194,-142.37482662961966,397.6681448957349,429.7455225446042,489.27802182235706,0.6750700280112045,422.7570983720665,select_2016_2018_test_2019_2022
mean5__history__extra_3p0,mean5,history,extra_3p0,2016-2017-2018,0.4,0.1,443.32577527571965,357.5039030382869,-241.4841853553254,365.19950570088673,439.2083567895077,524.0830698281742,0.6190476190476191,422.76485326045844,select_2016_2018_test_2019_2022
ewma5__physical_modis__ridge_100p0,ewma5,physical_modis,ridge_100p0,2016-2017-2018,0.2,0.1,438.128108400352,345.61531294700166,-149.93985023723468,395.1905181130882,419.6702386305531,592.9803701596715,0.7002801120448179,422.7792433860863,select_2016_2018_test_2019_2022
median5__history__ridge_100p0,median5,history,ridge_100p0,2016-2017-2018,0.4,0.1,425.1588828221046,342.0516805989508,-52.61478054825724,416.9056998169294,424.24465983372926,451.2264419899374,0.7086834733893558,422.86703132371696,select_2016_2018_test_2019_2022
median5__physical__xgb_2p0,median5,physical,xgb_2p0,2016-2017-2018,0.6,0.1,424.4327648929358,345.2001578295179,-78.46302107518237,419.4064155554354,423.44487040216194,462.76051509909854,0.711484593837535,422.92920393586724,select_2016_2018_test_2019_2022
weighted3__history__xgb_2p0,weighted3,history,xgb_2p0,2016-2017-2018,0.1,0.1,437.5453156362055,330.17255481371046,-85.73394687869923,397.79373797296887,419.56503896915865,594.7914596669236,0.7563025210084033,423.1123520536346,select_2016_2018_test_2019_2022
median5__history__state_ridge_100p0,median5,history,state_ridge_100p0,2016-2017-2018,0.9,0.1,438.392268289586,347.26224022126627,-202.72401786038444,377.87871051347463,437.9039007169547,453.0147946958812,0.6470588235294118,423.1417869524003,select_2016_2018_test_2019_2022
ewma5__physical__huber_10p0,ewma5,physical,huber_10p0,2016-2017-2018,0.1,0.1,434.58270455956375,343.43426959919833,-132.41610936466068,399.1418993314376,424.7360123844239,554.3994461107128,0.7142857142857143,423.2608302087473,select_2016_2018_test_2019_2022
weighted3__history__xgb_2p0,weighted3,history,xgb_2p0,2016-2017-2018,0.2,0.1,436.87479278298764,331.3189273611872,-68.72774145602367,400.59680105501246,419.7918857962263,590.8651341506585,0.7591036414565826,423.5345681043035,select_2016_2018_test_2019_2022
ewma5__physical_modis__state_ridge_100p0,ewma5,physical_modis,state_ridge_100p0,2016-2017-2018,0.3,0.1,436.7009928668603,338.0403196552242,-139.66397319014413,397.0829785005381,423.8906621729386,570.4830657651617,0.7058823529411765,423.59390660179935,select_2016_2018_test_2019_2022
mean5__physical__xgb_2p0,mean5,physical,xgb_2p0,2016-2017-2018,0.6,0.1,436.71152447475004,354.71419597127255,-173.82051038854974,389.74829712971376,432.13945346424583,521.2509033023338,0.6610644257703081,423.82769988586494,select_2016_2018_test_2019_2022
ewma5__physical__xgb_2p0,ewma5,physical,xgb_2p0,2016-2017-2018,0.6,0.1,434.0769949704568,336.36950368538663,-83.92565864824296,407.9240366116295,420.28556990731,562.0575676053169,0.7338935574229691,424.0908991149633,select_2016_2018_test_2019_2022
mean5__history__xgb_1p0,mean5,history,xgb_1p0,2016-2017-2018,0.4,0.1,445.7818112710398,356.403525826509,-255.3160833003265,360.4021295811569,444.63091993880363,489.9013911816943,0.6134453781512605,424.14916801551004,select_2016_2018_test_2019_2022
weighted3__modis__huber_10p0,weighted3,modis,huber_10p0,2016-2017-2018,0.1,0.1,441.54949824130216,332.4141485839541,-101.85866968788496,396.6666315557066,417.60069469812225,617.609677426443,0.7591036414565826,424.3415806841083,select_2016_2018_test_2019_2022
weighted3__history__extra_3p0,weighted3,history,extra_3p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__history__huber_10p0,weighted3,history,huber_10p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__history__ridge_1000p0,weighted3,history,ridge_1000p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__history__ridge_100p0,weighted3,history,ridge_100p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__history__state_ridge_100p0,weighted3,history,state_ridge_100p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__history__xgb_1p0,weighted3,history,xgb_1p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__history__xgb_2p0,weighted3,history,xgb_2p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__modis__extra_3p0,weighted3,modis,extra_3p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__modis__huber_10p0,weighted3,modis,huber_10p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__modis__ridge_1000p0,weighted3,modis,ridge_1000p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__modis__ridge_100p0,weighted3,modis,ridge_100p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__modis__state_ridge_100p0,weighted3,modis,state_ridge_100p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__modis__xgb_1p0,weighted3,modis,xgb_1p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__modis__xgb_2p0,weighted3,modis,xgb_2p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__none__zero_anomaly,weighted3,none,zero_anomaly,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__none__zero_anomaly,weighted3,none,zero_anomaly,2016-2017-2018,0.1,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__none__zero_anomaly,weighted3,none,zero_anomaly,2016-2017-2018,0.2,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__none__zero_anomaly,weighted3,none,zero_anomaly,2016-2017-2018,0.3,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__none__zero_anomaly,weighted3,none,zero_anomaly,2016-2017-2018,0.4,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__none__zero_anomaly,weighted3,none,zero_anomaly,2016-2017-2018,0.5,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__none__zero_anomaly,weighted3,none,zero_anomaly,2016-2017-2018,0.6,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__none__zero_anomaly,weighted3,none,zero_anomaly,2016-2017-2018,0.7,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__none__zero_anomaly,weighted3,none,zero_anomaly,2016-2017-2018,0.8,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__none__zero_anomaly,weighted3,none,zero_anomaly,2016-2017-2018,0.9,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__none__zero_anomaly,weighted3,none,zero_anomaly,2016-2017-2018,1.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__none__zero_anomaly,weighted3,none,zero_anomaly,2016-2017-2018,1.1,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__none__zero_anomaly,weighted3,none,zero_anomaly,2016-2017-2018,1.2,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__physical__extra_3p0,weighted3,physical,extra_3p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__physical__huber_10p0,weighted3,physical,huber_10p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__physical__ridge_1000p0,weighted3,physical,ridge_1000p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__physical__ridge_100p0,weighted3,physical,ridge_100p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__physical__state_ridge_100p0,weighted3,physical,state_ridge_100p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__physical__xgb_1p0,weighted3,physical,xgb_1p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__physical__xgb_2p0,weighted3,physical,xgb_2p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__physical_modis__extra_3p0,weighted3,physical_modis,extra_3p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__physical_modis__huber_10p0,weighted3,physical_modis,huber_10p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__physical_modis__ridge_1000p0,weighted3,physical_modis,ridge_1000p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__physical_modis__ridge_100p0,weighted3,physical_modis,ridge_100p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__physical_modis__state_ridge_100p0,weighted3,physical_modis,state_ridge_100p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__physical_modis__xgb_1p0,weighted3,physical_modis,xgb_1p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
weighted3__physical_modis__xgb_2p0,weighted3,physical_modis,xgb_2p0,2016-2017-2018,0.0,0.1,439.9451094694849,330.71843906424675,-102.55040836562718,396.9492485049974,421.36352151247974,599.2072004201663,0.742296918767507,424.5507472391118,select_2016_2018_test_2019_2022
