candidate,normal,feature_set,model,selection_years,shrink,log_offset,rmse,mae,bias,equal_state_rmse,mean_year_rmse,max_year_rmse,direction_accuracy,selection_score,protocol
trend5__physical__xgb_2p0,trend5,physical,xgb_2p0,2018-2019-2020,0.4,-0.0735994807144093,323.56095651304776,249.8191626868079,-7.0844553601244735,334.77747090147824,321.6032521586623,362.8159282771899,0.6106442577030813,325.87565902155904,select_2018_2020_test_2021_2022
weighted3__modis__extra_3p0,weighted3,modis,extra_3p0,2018-2019-2020,0.2,0.011010735661070446,322.6726468453215,246.84164964113313,14.36003770543502,337.8708115144133,321.32227345968784,359.02002300978444,0.5630252100840336,326.134594666186,select_2018_2020_test_2021_2022
trend5__history__xgb_2p0,trend5,history,xgb_2p0,2018-2019-2020,0.6,-0.051454438958229994,326.6100850602091,245.9910019263009,-4.707209341567951,329.8817187519842,321.79978830747854,400.4090554528291,0.5854341736694678,326.2254192949702,select_2018_2020_test_2021_2022
weighted3__physical__extra_3p0,weighted3,physical,extra_3p0,2018-2019-2020,0.9,-0.06756567178639751,320.3745132456449,245.7106724878627,10.301264624136332,348.8294445935949,315.3979528652226,384.5165370782414,0.7002801120448179,326.24410598752684,select_2018_2020_test_2021_2022
ewma5__physical__xgb_1p0,ewma5,physical,xgb_1p0,2018-2019-2020,0.8,0.03211876727740579,322.90897181145806,251.22099234686914,19.936768662506054,337.6784896970211,322.80521566269204,334.05905465708764,0.5994397759103641,326.57541224565733,select_2018_2020_test_2021_2022
weighted3__physical__ridge_1000p0,weighted3,physical,ridge_1000p0,2018-2019-2020,0.8,-0.045353145605366435,319.3323735926077,245.88120283517534,4.983851000117095,352.6941671299045,315.0331846975877,379.39339395178627,0.6862745098039216,326.5980247531769,select_2018_2020_test_2021_2022
ewma5__physical__extra_3p0,ewma5,physical,extra_3p0,2018-2019-2020,0.5,0.02339553039733332,322.1873082860797,248.94432778042295,21.122248068337193,340.4901030136764,322.1141622308976,330.5811878469998,0.6162464985994398,326.7447204541834,select_2018_2020_test_2021_2022
trend5__history__ridge_1000p0,trend5,history,ridge_1000p0,2018-2019-2020,0.5,-0.042969857332336714,325.07394944444866,247.3475222813142,-7.217696871285811,335.5169812959225,321.3624457915461,381.9158395206427,0.6134453781512605,326.7568314940915,select_2018_2020_test_2021_2022
weighted3__physical_modis__state_ridge_100p0,weighted3,physical_modis,state_ridge_100p0,2018-2019-2020,0.5,-0.031462046192266405,324.1644335099394,250.8876518094212,8.110171936035723,335.2130278828125,323.90626025555235,342.1930155039335,0.5938375350140056,326.8620387895609,select_2018_2020_test_2021_2022
trend5__history__xgb_2p0,trend5,history,xgb_2p0,2018-2019-2020,0.7,-0.05206466634720742,327.5649075698432,246.69493607568901,-4.654978234479093,329.3966532110092,323.10212262940576,399.3083999149537,0.5966386554621849,326.9071477450253,select_2018_2020_test_2021_2022
trend5__modis__xgb_1p0,trend5,modis,xgb_1p0,2018-2019-2020,1.1,-0.0857580035998847,321.0122016153733,251.4074471235575,6.492098862822865,346.4110221989819,319.3855733650281,357.1979192950355,0.6974789915966386,326.95524969868916,select_2018_2020_test_2021_2022
trend5__history__huber_10p0,trend5,history,huber_10p0,2018-2019-2020,0.3,-0.018904842351711186,324.9519209733756,252.44540226746437,-6.4984012061291905,336.07828556507775,322.6207659308105,353.37642729398203,0.6022408963585434,327.15072336065987,select_2018_2020_test_2021_2022
weighted3__modis__extra_3p0,weighted3,modis,extra_3p0,2018-2019-2020,0.3,0.006143200265465572,323.35669579854283,246.68015326550773,14.728378206866248,340.42463598208,321.98567988046335,360.3233974381678,0.5686274509803921,327.28092686490726,select_2018_2020_test_2021_2022
weighted3__physical_modis__extra_3p0,weighted3,physical_modis,extra_3p0,2018-2019-2020,0.1,0.011478982965831658,324.7442311373604,249.82029157673963,13.40019288200528,336.2153479895449,323.5570442230871,356.98788774722607,0.5462184873949579,327.3152136218382,select_2018_2020_test_2021_2022
trend5__history__ridge_1000p0,trend5,history,ridge_1000p0,2018-2019-2020,0.8,-0.040075926957119465,324.92857221451527,242.4948033809881,-8.885692405715295,337.23378704601555,322.2151566587076,376.8093860652364,0.6498599439775911,327.32652203343844,select_2018_2020_test_2021_2022
ewma5__physical_modis__extra_3p0,ewma5,physical_modis,extra_3p0,2018-2019-2020,1.0,-0.00853957883694539,322.3128293802386,249.81557440318136,20.27459063536161,342.4354220656084,322.2564432542751,327.8832012950573,0.6218487394957983,327.3293810200902,select_2018_2020_test_2021_2022
ewma5__physical__xgb_2p0,ewma5,physical,xgb_2p0,2018-2019-2020,0.7,0.048317966046744765,323.6922951434398,249.53487903754592,17.69329432924448,339.83288908912294,322.4385901490288,350.49350729473736,0.6050420168067226,327.41401738125785,select_2018_2020_test_2021_2022
weighted3__history__xgb_1p0,weighted3,history,xgb_1p0,2018-2019-2020,0.9,0.0022543415603024732,322.52998627068575,236.9967479396072,12.830823544425554,343.95344751773354,320.8482072954029,363.52881810090304,0.6470588235294118,327.465406838627,select_2018_2020_test_2021_2022
trend5__physical__xgb_2p0,trend5,physical,xgb_2p0,2018-2019-2020,1.2,-0.1,324.48401738391783,250.03520777372543,93.04800221599915,336.8259329573502,324.1577991813566,341.49053972248794,0.7002801120448179,327.48794172663565,select_2018_2020_test_2021_2022
trend5__history__xgb_2p0,trend5,history,xgb_2p0,2018-2019-2020,0.5,-0.05084421156925257,327.6898959975083,247.206598525088,-4.585675998498964,332.1482131694408,322.6924070290947,401.7579120768933,0.5798319327731093,327.55510304838805,select_2018_2020_test_2021_2022
weighted3__history__ridge_100p0,weighted3,history,ridge_100p0,2018-2019-2020,0.1,0.019800576265241912,325.936376575979,251.7492341311794,12.693800692433276,336.20635511292977,323.9080240373615,367.78484070084346,0.5294117647058824,327.9967830755623,select_2018_2020_test_2021_2022
trend5__physical__xgb_1p0,trend5,physical,xgb_1p0,2018-2019-2020,0.6,-0.1,323.69392863534324,245.44474519103693,73.28392695903305,343.3673540365833,323.0110501303877,342.159427393243,0.6750700280112045,328.44156535941437,select_2018_2020_test_2021_2022
ewma5__physical_modis__ridge_1000p0,ewma5,physical_modis,ridge_1000p0,2018-2019-2020,1.0,-0.044402844718946594,328.0391848205498,252.5534590672882,6.947213196756043,331.49177148035403,326.31639108977987,373.6310738354497,0.6274509803921569,328.4716330528084,select_2018_2020_test_2021_2022
ewma5__physical_modis__ridge_1000p0,ewma5,physical_modis,ridge_1000p0,2018-2019-2020,0.5,0.00948203682144151,325.14340504791187,248.7790704945632,16.06501388380845,338.6493102268906,325.0412987059753,335.5522328426228,0.6162464985994398,328.4943547571724,select_2018_2020_test_2021_2022
weighted3__modis__xgb_2p0,weighted3,modis,xgb_2p0,2018-2019-2020,0.7,0.0005875669075137356,321.7887424566519,245.38420641065997,16.843386531590568,349.2339967683342,321.4498939979322,342.31086732185196,0.6302521008403361,328.56534391989254,select_2018_2020_test_2021_2022
weighted3__modis__extra_3p0,weighted3,modis,extra_3p0,2018-2019-2020,0.4,0.0012756648698606992,324.27485175365393,246.8595170908007,15.113570499197364,343.2154476621966,322.8641270064563,362.1693088217807,0.5658263305322129,328.6573195439902,select_2018_2020_test_2021_2022
ewma5__physical__ridge_1000p0,ewma5,physical,ridge_1000p0,2018-2019-2020,0.7,-0.0039237585428911785,320.31167021704914,249.39659641886894,15.726489272394833,355.3810580963866,319.1142920684635,345.7655849560784,0.6974789915966386,328.7796726497371,select_2018_2020_test_2021_2022
weighted3__physical_modis__ridge_100p0,weighted3,physical_modis,ridge_100p0,2018-2019-2020,0.6,-0.03114036364748271,328.08699542881504,253.00658827538587,1.898232452822698,337.8180303592724,321.9207393423612,407.0204549941909,0.6078431372549019,328.9781901398159,select_2018_2020_test_2021_2022
ewma5__physical_modis__xgb_2p0,ewma5,physical_modis,xgb_2p0,2018-2019-2020,1.2,0.05136972049865724,323.39179298268925,252.33330140319464,19.38243211541963,350.2410432780236,320.41638879073327,380.1793582852202,0.6358543417366946,329.36025450853384,select_2018_2020_test_2021_2022
weighted3__physical_modis__ridge_1000p0,weighted3,physical_modis,ridge_1000p0,2018-2019-2020,1.1,-0.09213207459075103,330.07030840585844,253.67642723618943,-4.043131859752028,331.94508624373464,325.4575060678984,402.9009646109171,0.6498599439775911,329.3858022808375,select_2018_2020_test_2021_2022
weighted3__modis__xgb_1p0,weighted3,modis,xgb_1p0,2018-2019-2020,0.8,-0.012378093707829775,322.0744828166374,241.67072228398163,18.173097765431727,354.0544508682146,319.6829467637325,375.0785140205215,0.6414565826330533,329.4715908163055,select_2018_2020_test_2021_2022
ewma5__physical_modis__xgb_2p0,ewma5,physical_modis,xgb_2p0,2018-2019-2020,1.1,0.052369486987254944,323.5315609346227,252.58074834373508,19.885959484327067,349.94452784955416,320.97192047639277,376.136083976687,0.6274509803921569,329.4948925487981,select_2018_2020_test_2021_2022
trend5__history__xgb_2p0,trend5,history,xgb_2p0,2018-2019-2020,0.8,-0.052674893736184836,330.5555991579553,249.469461618406,-4.4284199132883435,330.72042805729694,326.57397027907774,398.458133331887,0.6190476190476191,329.60139916307133,select_2018_2020_test_2021_2022
ewma5__physical__ridge_100p0,ewma5,physical,ridge_100p0,2018-2019-2020,0.2,0.04736865689840232,324.49818999142605,250.77357273455485,22.527078584664736,345.36107124566547,324.24421554338113,336.8261002246435,0.6414565826330533,329.65041669297466,select_2018_2020_test_2021_2022
ewma5__history__extra_3p0,ewma5,history,extra_3p0,2018-2019-2020,0.5,0.022574069023275592,327.2448289690235,253.1032479848886,16.531970846857156,337.8576851416042,326.57689098084956,346.0457025092055,0.5938375350140056,329.7310585151252,select_2018_2020_test_2021_2022
ewma5__physical__xgb_1p0,ewma5,physical,xgb_1p0,2018-2019-2020,0.7,0.036024786162958775,326.12748940460364,253.46971997593758,20.86312620698527,341.50498773009105,326.0183060626125,337.79016749190606,0.5938375350140056,329.9445681504777,select_2018_2020_test_2021_2022
trend5__physical_modis__xgb_2p0,trend5,physical_modis,xgb_2p0,2018-2019-2020,0.3,-0.06392786193089346,328.17476194498965,251.8877979963634,-5.5495751983832715,338.0246568689476,325.58748831765666,374.75739904701993,0.5742296918767507,329.9904172691459,select_2018_2020_test_2021_2022
ewma5__physical_modis__xgb_2p0,ewma5,physical_modis,xgb_2p0,2018-2019-2020,1.0,0.05336925347585265,324.17763984968246,253.12074774275206,20.429526586157127,350.13962982433856,322.0176124001119,372.39207688505786,0.6274509803921569,330.1281304809538,select_2018_2020_test_2021_2022
ewma5__physical_modis__extra_3p0,ewma5,physical_modis,extra_3p0,2018-2019-2020,0.9,-0.0013489291170678914,325.1505438127033,251.98098053087972,20.987573227072815,345.4635988901047,325.1232682975572,329.2213561494444,0.6134453781512605,330.22198870326713,select_2018_2020_test_2021_2022
weighted3__modis__extra_3p0,weighted3,modis,extra_3p0,2018-2019-2020,0.5,-0.0035918705257441774,325.42495148449325,247.3120407614009,15.515605979641307,346.2386519529361,323.95450816699537,364.54874537087267,0.5630252100840336,330.2607657722295,select_2018_2020_test_2021_2022
trend5__physical__ridge_1000p0,trend5,physical,ridge_1000p0,2018-2019-2020,0.5,-0.09179382051883742,326.2884556763221,253.2830871100687,-9.467896933661248,346.6417496943465,322.1810943462364,394.95292107318085,0.7170868347338936,330.3499388483068,select_2018_2020_test_2021_2022
trend5__history__ridge_1000p0,trend5,history,ridge_1000p0,2018-2019-2020,0.4,-0.043934500790742445,328.93771856836446,252.07131971579784,-6.355547098813874,338.6209879356077,325.069122157284,385.8428230389306,0.5994397759103641,330.3913868074052,select_2018_2020_test_2021_2022
weighted3__physical_modis__extra_3p0,weighted3,physical_modis,extra_3p0,2018-2019-2020,0.2,0.0022121594793831126,327.91754349703916,252.96175047707078,13.162745782006645,339.45870067342014,326.892948201577,356.01477674332546,0.5490196078431373,330.54668396726885,select_2018_2020_test_2021_2022
trend5__history__huber_10p0,trend5,history,huber_10p0,2018-2019-2020,0.8,0.0292422114360459,325.2161182927372,256.1886940281157,-10.027299138531653,347.61079784433025,324.5447752671157,348.32937808504926,0.6722689075630253,330.6469524242301,select_2018_2020_test_2021_2022
weighted3__history__huber_10p0,weighted3,history,huber_10p0,2018-2019-2020,0.9,0.04278284462258568,326.03214729167837,251.3061896595578,5.237902007090924,345.750879633603,325.5307888027871,342.5636184625161,0.6190476190476191,330.83649075493673,select_2018_2020_test_2021_2022
trend5__history__xgb_2p0,trend5,history,xgb_2p0,2018-2019-2020,0.4,-0.05023398418027514,330.7673139205708,250.42245291374803,-4.290918147285083,336.1421172234818,325.75796094601213,403.35237756782146,0.5686274509803921,330.8586765026589,select_2018_2020_test_2021_2022
weighted3__physical_modis__state_ridge_100p0,weighted3,physical_modis,state_ridge_100p0,2018-2019-2020,0.6,-0.041903616721175735,327.96270727540923,254.30340420026135,7.230403192097797,340.7371884935767,327.74839635762055,344.19922584156785,0.5854341736694678,331.1027498505039,select_2018_2020_test_2021_2022
ewma5__physical__xgb_2p0,ewma5,physical,xgb_2p0,2018-2019-2020,0.6,0.05046781637747117,327.2653780887329,252.73081848659353,19.071091754601145,343.94318672829775,326.230495541475,350.56438347773513,0.6050420168067226,331.17610961180964,select_2018_2020_test_2021_2022
ewma5__physical_modis__xgb_2p0,ewma5,physical_modis,xgb_2p0,2018-2019-2020,0.9,0.05436901996445033,325.32715229271633,254.0438169948401,21.01312436868227,350.8261153808421,323.54314111110335,368.9606092296502,0.6162464985994398,331.25589026934455,select_2018_2020_test_2021_2022
trend5__history__ridge_1000p0,trend5,history,ridge_1000p0,2018-2019-2020,0.9,-0.03911128349871372,328.7590945757124,244.99276661618245,-9.133721590279881,341.5125956315207,326.48656674117814,377.33701040424813,0.6470588235294118,331.37933788103095,select_2018_2020_test_2021_2022
weighted3__modis__state_ridge_100p0,weighted3,modis,state_ridge_100p0,2018-2019-2020,0.1,0.016859820176578045,329.94985005535483,254.66384027417743,13.411709906573261,338.58214201762104,328.1249524874033,370.07842102866925,0.5294117647058824,331.6516986539335,select_2018_2020_test_2021_2022
ewma5__history__xgb_2p0,ewma5,history,xgb_2p0,2018-2019-2020,0.8,0.018885069503522298,328.0848140642961,251.2047940954365,15.356919265262993,344.42261513907954,327.32735471676483,344.9569639695278,0.6022408963585434,331.97989949610917,select_2018_2020_test_2021_2022
ewma5__history__xgb_2p0,ewma5,history,xgb_2p0,2018-2019-2020,0.9,0.013324838396233888,328.2693373809719,249.96196959105265,14.082605899471035,344.28776903006434,327.34494615024556,346.8549898376773,0.6330532212885154,332.0428474855634,select_2018_2020_test_2021_2022
weighted3__modis__extra_3p0,weighted3,modis,extra_3p0,2018-2019-2020,0.6,-0.008459405921349047,326.80438508619767,247.95521282514213,15.93447625709663,349.4893639135163,325.2530080483927,367.45062977402057,0.5630252100840336,332.0877855335761,select_2018_2020_test_2021_2022
ewma5__physical_modis__ridge_1000p0,ewma5,physical_modis,ridge_1000p0,2018-2019-2020,1.1,-0.05517982102702423,332.9132503699883,256.3311528299432,5.47155144374489,334.1709789824884,330.4853575191108,386.9829494255914,0.6330532212885154,332.6207093103939,select_2018_2020_test_2021_2022
trend5__history__xgb_1p0,trend5,history,xgb_1p0,2018-2019-2020,0.5,-0.04766055460289906,332.63445886341566,248.40887803862694,-2.894553584694334,337.1598514756707,328.1261858224052,403.65118963173757,0.6134453781512605,332.6387387562268,select_2018_2020_test_2021_2022
ewma5__physical_modis__ridge_1000p0,ewma5,physical_modis,ridge_1000p0,2018-2019-2020,0.4,0.02025901312951913,328.88854865396786,251.68856199700835,18.235176870543082,344.1420653199888,328.83377393646214,334.59920501794926,0.6106442577030813,332.68823414109664,select_2018_2020_test_2021_2022
ewma5__history__xgb_2p0,ewma5,history,xgb_2p0,2018-2019-2020,0.7,0.024445300610810714,328.7715866709036,252.54542896818123,16.70113136612111,345.4935915026879,328.159696452723,343.73464999244334,0.6050420168067226,332.7991153243045,select_2018_2020_test_2021_2022
ewma5__physical_modis__xgb_2p0,ewma5,physical_modis,xgb_2p0,2018-2019-2020,0.8,0.05536878645304804,326.97500384510823,255.2904610885789,21.636744692889273,352.00175878003716,325.53679553605133,365.8547279573208,0.6134453781512605,332.87214050157627,select_2018_2020_test_2021_2022
ewma5__physical__ridge_1000p0,ewma5,physical,ridge_1000p0,2018-2019-2020,0.2,0.04414101067476653,327.63375571426985,253.02005323773406,23.03095034372934,348.9677187245827,327.36040216671637,342.7801299919683,0.6274509803921569,332.8989080799597,select_2018_2020_test_2021_2022
ewma5__history__xgb_2p0,ewma5,history,xgb_2p0,2018-2019-2020,1.0,0.007764607288945476,329.3226963139225,249.054144453554,12.878222798614539,345.08417771672043,328.2102988193933,349.41906756666503,0.6386554621848739,332.9849672909897,select_2018_2020_test_2021_2022
ewma5__physical__extra_3p0,ewma5,physical,extra_3p0,2018-2019-2020,0.4,0.031389807990232575,328.3758783765421,253.94567494372416,22.429457475764032,347.0604764862147,328.3263456096574,333.2194405427751,0.5966386554621849,333.03464471223907,select_2018_2020_test_2021_2022
mean5__physical__extra_3p0,mean5,physical,extra_3p0,2018-2019-2020,1.2,0.017110175237490966,327.88100358052577,257.8102454081947,24.477527198191193,348.66196679193513,327.7391129695631,336.433376364561,0.6554621848739496,333.04077173063746,select_2018_2020_test_2021_2022
weighted3__history__ridge_100p0,weighted3,history,ridge_100p0,2018-2019-2020,0.2,0.018855346078203623,331.7094147797883,257.5682457028171,11.861640957945665,340.7176385624572,328.8579790159325,379.6903519909088,0.5070028011204482,333.2486117844916,select_2018_2020_test_2021_2022
ewma5__physical_modis__extra_3p0,ewma5,physical_modis,extra_3p0,2018-2019-2020,0.8,0.005841720602809606,328.1360289542938,254.26366397250808,21.715257206367696,348.62092767328505,328.1270754742035,330.6371104776762,0.5994397759103641,333.255015264019,select_2018_2020_test_2021_2022
trend5__physical__xgb_2p0,trend5,physical,xgb_2p0,2018-2019-2020,0.3,-0.06714787919189832,331.3666617307728,255.7601658400121,-5.8291044626668365,341.2175310246119,329.08246063212806,373.1856407310919,0.5742296918767507,333.2583287795714,select_2018_2020_test_2021_2022
trend5__history__xgb_1p0,trend5,history,xgb_1p0,2018-2019-2020,0.4,-0.04768705860719233,333.29517349646056,250.4210605636642,-3.0312511795705497,337.89765707183443,328.57066104591627,404.01895880922297,0.5938375350140056,333.26466627766797,select_2018_2020_test_2021_2022
weighted3__modis__xgb_2p0,weighted3,modis,xgb_2p0,2018-2019-2020,0.8,-0.0022921815988814777,325.9167913862009,249.9078259555241,17.611788818673062,355.714043342322,325.6077532315161,345.3903174005287,0.6218487394957983,333.28884483656,select_2018_2020_test_2021_2022
trend5__physical__ridge_1000p0,trend5,physical,ridge_1000p0,2018-2019-2020,0.1,-0.056593223803259825,332.27097711622696,254.92273370101128,-4.818355580463201,339.06777561913856,330.383714202868,372.24849405968126,0.5770308123249299,333.4983610136151,select_2018_2020_test_2021_2022
weighted3__physical_modis__huber_10p0,weighted3,physical_modis,huber_10p0,2018-2019-2020,0.1,0.0027726224943403644,330.536058581778,255.8584767108658,13.411550937416436,347.10952780018135,326.03542715827274,396.8035719925547,0.5406162464985994,333.5542680305025,select_2018_2020_test_2021_2022
ewma5__physical__xgb_1p0,ewma5,physical,xgb_1p0,2018-2019-2020,0.6,0.03993080504851175,329.65923035848743,256.0714700695074,21.815127282229234,345.70923375504486,329.54406064048,341.8153524683708,0.5994397759103641,333.6429387781249,select_2018_2020_test_2021_2022
trend5__physical__xgb_1p0,trend5,physical,xgb_1p0,2018-2019-2020,0.2,-0.07156950290268647,331.62863714136495,254.6683980668683,-4.438889266688242,342.36289524112465,330.0781005016071,366.1159104153769,0.5910364145658263,333.9245675063654,select_2018_2020_test_2021_2022
trend5__history__extra_3p0,trend5,history,extra_3p0,2018-2019-2020,0.6,-0.09148398276922795,333.11288166360214,253.14765050469168,-8.270713598085365,340.75717410178333,328.77943252277834,404.51718154648313,0.5574229691876751,333.9405924879415,select_2018_2020_test_2021_2022
trend5__modis__xgb_1p0,trend5,modis,xgb_1p0,2018-2019-2020,0.2,-0.05469578898355076,331.8590788419023,254.05166148379703,-1.82961945315805,342.7460283979655,329.61742634022636,375.0339184898369,0.5938375350140056,334.0204031054991,select_2018_2020_test_2021_2022
weighted3__modis__xgb_1p0,weighted3,modis,xgb_1p0,2018-2019-2020,0.9,-0.01651858122784352,326.102904728972,244.83458034850818,19.035403607962888,360.81636250525474,323.4259552736044,382.3955254094245,0.6470588235294118,334.1120318092008,select_2018_2020_test_2021_2022
weighted3__modis__extra_3p0,weighted3,modis,extra_3p0,2018-2019-2020,0.7,-0.01332694131695392,328.4101220971971,248.80180015399154,16.37017315204424,352.9624525893231,326.75517784089743,370.8620428222872,0.5686274509803921,334.1344686561537,select_2018_2020_test_2021_2022
trend5__history__extra_3p0,trend5,history,extra_3p0,2018-2019-2020,0.7,-0.09876580079337173,333.581799794213,254.0271135005357,-8.944169030906574,340.1425869531473,329.35043619423857,403.8090870834898,0.5770308123249299,334.16415568395297,select_2018_2020_test_2021_2022
weighted3__physical_modis__extra_3p0,weighted3,physical_modis,extra_3p0,2018-2019-2020,0.3,-0.007054664007065429,331.51968710139107,256.71450268278414,12.961595756060238,343.2046643414292,330.63695826030727,355.1472328217831,0.5322128851540616,334.22024920112966,select_2018_2020_test_2021_2022
trend5__history__xgb_2p0,trend5,history,xgb_2p0,2018-2019-2020,0.9,-0.05328512112516227,335.54807144906226,254.33776114671377,-4.026948582703221,333.8522136934658,332.14429022299464,397.8600202498348,0.6218487394957983,334.2731617036462,select_2018_2020_test_2021_2022
ewma5__history__xgb_2p0,ewma5,history,xgb_2p0,2018-2019-2020,0.6,0.030005531718099134,330.32548433931646,254.38765852106408,18.1152140627828,347.49821428198345,329.83777158670574,343.1940446673212,0.5994397759103641,334.4967386368305,select_2018_2020_test_2021_2022
trend5__physical__extra_3p0,trend5,physical,extra_3p0,2018-2019-2020,0.3,-0.09600409622390516,330.91406087014116,256.2196921222639,-5.9804226518139565,346.4092775365598,330.89946585541117,334.60281021551276,0.6330532212885154,334.7842162830633,select_2018_2020_test_2021_2022
ewma5__history__xgb_2p0,ewma5,history,xgb_2p0,2018-2019-2020,1.1,0.0022043761816570554,331.2358825884028,249.0066526315449,11.74380488974369,346.79972183709464,329.9149958017426,352.63615652967235,0.6526610644257703,334.7966207039107,select_2018_2020_test_2021_2022
trend5__history__xgb_1p0,trend5,history,xgb_1p0,2018-2019-2020,0.6,-0.04763405059860579,334.6783347151742,249.3020798957997,-2.5374968843858388,339.30801918571825,330.5833587586836,403.95476054531076,0.6218487394957983,334.8120118436875,select_2018_2020_test_2021_2022
ewma5__physical_modis__xgb_2p0,ewma5,physical_modis,xgb_2p0,2018-2019-2020,0.7,0.05636855294164573,329.11399907364125,256.7625332136037,22.300380331897166,353.6623924713643,327.98580435908485,363.0871301191563,0.6022408963585434,334.9690487444329,select_2018_2020_test_2021_2022
ewma5__history__extra_3p0,ewma5,history,extra_3p0,2018-2019-2020,0.4,0.030732638890986392,332.15741466149,256.9375784589551,18.746488656624063,344.70869494845107,331.63700525121635,350.23967974876166,0.5826330532212886,335.1651323806619,select_2018_2020_test_2021_2022
trend5__history__extra_3p0,trend5,history,extra_3p0,2018-2019-2020,0.5,-0.08420216474508421,334.18114923502253,254.1315772687824,-7.461644666534586,342.51863729537945,329.81351704136404,405.38794071247213,0.5434173669467787,335.17361320169715,select_2018_2020_test_2021_2022
trend5__history__extra_3p0,trend5,history,extra_3p0,2018-2019-2020,0.8,-0.1,336.14587034700725,256.17144174371623,15.744477747539994,338.6590644206371,330.19305869460806,418.33084081515256,0.5658263305322129,335.2859659523149,select_2018_2020_test_2021_2022
ewma5__physical__xgb_2p0,ewma5,physical,xgb_2p0,2018-2019-2020,0.5,0.05261766670819757,331.24919643590636,256.29762680666846,20.48349391982225,348.533361518048,330.4228709788477,350.7867271597152,0.6050420168067226,335.3636563421771,select_2018_2020_test_2021_2022
trend5__modis__xgb_2p0,trend5,modis,xgb_2p0,2018-2019-2020,0.2,-0.05497243462865867,333.861169839925,255.68069065246033,-3.8120865759229936,342.15307550760633,331.6079955152891,378.20152440084934,0.5546218487394958,335.37085267568636,select_2018_2020_test_2021_2022
trend5__physical_modis__xgb_1p0,trend5,physical_modis,xgb_1p0,2018-2019-2020,0.2,-0.06819368993529316,333.31578147635923,255.8551086568818,-3.24768696259695,344.78792083658766,331.4851760761513,371.3768919763706,0.5798319327731093,335.72616496636437,select_2018_2020_test_2021_2022
trend5__history__ridge_1000p0,trend5,history,ridge_1000p0,2018-2019-2020,0.3,-0.04489914424914819,334.6000228146022,257.36169812546785,-5.3411853296675575,343.4775580703254,330.67661684633055,390.8570996383355,0.5826330532212886,335.83855513646506,select_2018_2020_test_2021_2022
trend5__history__huber_10p0,trend5,history,huber_10p0,2018-2019-2020,0.2,-0.028534253109262605,334.3820189030122,260.18539399166553,-5.044667203723645,343.70886359528316,331.6646739185834,369.8570278444137,0.5798319327731093,336.0343938299727,select_2018_2020_test_2021_2022
trend5__history__xgb_2p0,trend5,history,xgb_2p0,2018-2019-2020,0.3,-0.04962375679129772,335.77227028015477,255.50709481931284,-3.8234531123116975,341.78641662786424,330.92671104372465,405.189477561806,0.5546218487394958,336.0644170579746,select_2018_2020_test_2021_2022
weighted3__history__xgb_1p0,weighted3,history,xgb_1p0,2018-2019-2020,1.0,0.00019973435008272848,330.85223259864415,242.98520427759516,13.369457369832631,353.70542614515836,329.352125777353,368.80796490327026,0.6470588235294118,336.1905042799499,select_2018_2020_test_2021_2022
weighted3__modis__extra_3p0,weighted3,modis,extra_3p0,2018-2019-2020,0.8,-0.0181944767125588,330.23874116010893,249.853532697421,16.82268869644855,356.6525846538379,328.4560188460827,374.7684722465821,0.5630252100840336,336.39652145503464,select_2018_2020_test_2021_2022
ewma5__physical_modis__extra_3p0,ewma5,physical_modis,extra_3p0,2018-2019-2020,0.7,0.013032370322687116,331.26548574631335,256.7139120692774,22.457641211455535,351.9043735427861,331.264771395746,332.12945237190905,0.5938375350140056,336.4250291077897,select_2018_2020_test_2021_2022
weighted3__physical_modis__state_ridge_100p0,weighted3,physical_modis,state_ridge_100p0,2018-2019-2020,0.7,-0.05234518725008505,332.80240606797906,258.4948098564175,6.427923533449709,347.81874465958236,332.5914167164908,347.85548202391203,0.5742296918767507,336.5037433780078,select_2018_2020_test_2021_2022
weighted3__physical__extra_3p0,weighted3,physical,extra_3p0,2018-2019-2020,1.0,-0.07737805825736171,330.34383942063323,255.04037921501634,10.704842433377745,361.52044884418183,323.97897736971794,400.7320057064296,0.7086834733893558,336.54677626379157,select_2018_2020_test_2021_2022
trend5__physical__state_ridge_100p0,trend5,physical,state_ridge_100p0,2018-2019-2020,0.3,-0.08275950519856415,333.30613694315525,258.3327569469893,-6.832500601737539,347.0591651088734,332.62842146685915,359.9330610216894,0.6162464985994398,336.5749651155108,select_2018_2020_test_2021_2022
trend5__history__xgb_1p0,trend5,history,xgb_1p0,2018-2019-2020,0.3,-0.04771356261148561,336.6158473349065,254.79318231586527,-2.948372910821536,341.4613402454722,331.89710946418774,405.0562966738658,0.5630252100840336,336.6475360948682,select_2018_2020_test_2021_2022
ewma5__physical__ridge_100p0,ewma5,physical,ridge_100p0,2018-2019-2020,0.7,0.007373003239834092,327.40967219699996,259.7432746885508,15.33895402858784,365.515458282073,326.8639366097885,346.6634230586352,0.6918767507002801,336.79968482146535,select_2018_2020_test_2021_2022
weighted3__physical_modis__ridge_100p0,weighted3,physical_modis,ridge_100p0,2018-2019-2020,0.7,-0.03978805866410986,336.31714370324204,258.7348082911227,0.519394907966006,345.8099339908966,329.2983858800729,421.17082187957993,0.5994397759103641,336.9356518193634,select_2018_2020_test_2021_2022
