variant,state_name,season_start_year,actual_shock,predicted_shock,train_seasons
weather_plus_shock_persistence,Haryana,2015,0.0416483135251385,-0.05930559068633613,5.0
weather_plus_shock_persistence,Punjab,2015,0.028374499447201017,-0.009684362204963767,5.0
weather_plus_shock_persistence,Uttar Pradesh,2015,0.07119710876414909,-0.6707730477186052,5.0
weather_plus_shock_persistence,Haryana,2016,0.12724643652246212,0.03326809117628304,6.0
weather_plus_shock_persistence,Punjab,2016,0.09611309161536456,0.028983854870476618,6.0
weather_plus_shock_persistence,Uttar Pradesh,2016,0.31044111700600274,0.004640522225099487,6.0
weather_plus_shock_persistence,Haryana,2017,0.05088720500803973,0.09543750712142246,7.0
weather_plus_shock_persistence,Punjab,2017,0.05403696466635342,0.07325193091815245,7.0
weather_plus_shock_persistence,Uttar Pradesh,2017,0.15307831858422996,0.06208641322901144,7.0
weather_plus_shock_persistence,Haryana,2018,0.03750613378880357,-0.006494781757251506,8.0
weather_plus_shock_persistence,Punjab,2018,0.024847926516159004,-0.033935235602720104,8.0
weather_plus_shock_persistence,Uttar Pradesh,2018,0.10329601891239887,0.06050685279587452,8.0
weather_plus_shock_persistence,Haryana,2019,-0.033813126919701626,-0.3457662707967257,9.0
weather_plus_shock_persistence,Punjab,2019,-0.03163557975064987,-0.3230438506437252,9.0
weather_plus_shock_persistence,Uttar Pradesh,2019,-0.021728234030626403,-0.24712070032150757,9.0
weather_plus_shock_persistence,Haryana,2020,0.0007939163987076915,-0.03568268989762769,10.0
weather_plus_shock_persistence,Punjab,2020,-0.02898313826699223,-0.0640823555211607,10.0
weather_plus_shock_persistence,Uttar Pradesh,2020,0.02635885517962548,-0.06620470591011512,10.0
weather_plus_shock_persistence,Haryana,2021,-0.0547302921212536,0.057749773034609375,11.0
weather_plus_shock_persistence,Punjab,2021,-0.16392496530814205,-0.012741447976141046,11.0
weather_plus_shock_persistence,Uttar Pradesh,2021,-0.014141867650077493,0.06403573333445423,11.0
weather_plus_shock_persistence,Haryana,2022,-0.0150985315377488,0.10849213376578011,12.0
weather_plus_shock_persistence,Punjab,2022,0.04963022302674636,0.03222930379314516,12.0
weather_plus_shock_persistence,Uttar Pradesh,2022,-0.0007484446839512097,0.3323342264711548,12.0
shock_persistence_only,Haryana,2014,-0.2037646234468805,0.006415881749651652,
shock_persistence_only,Haryana,2015,0.0416483135251385,-0.2037646234468805,
shock_persistence_only,Haryana,2016,0.12724643652246212,0.0416483135251385,
shock_persistence_only,Haryana,2017,0.05088720500803973,0.12724643652246212,
shock_persistence_only,Haryana,2018,0.03750613378880357,0.05088720500803973,
shock_persistence_only,Haryana,2019,-0.033813126919701626,0.03750613378880357,
shock_persistence_only,Haryana,2020,0.0007939163987076915,-0.033813126919701626,
shock_persistence_only,Haryana,2021,-0.0547302921212536,0.0007939163987076915,
shock_persistence_only,Haryana,2022,-0.0150985315377488,-0.0547302921212536,
shock_persistence_only,Punjab,2014,-0.16394574676158866,0.035426137598522624,
shock_persistence_only,Punjab,2015,0.028374499447201017,-0.16394574676158866,
shock_persistence_only,Punjab,2016,0.09611309161536456,0.028374499447201017,
shock_persistence_only,Punjab,2017,0.05403696466635342,0.09611309161536456,
shock_persistence_only,Punjab,2018,0.024847926516159004,0.05403696466635342,
shock_persistence_only,Punjab,2019,-0.03163557975064987,0.024847926516159004,
shock_persistence_only,Punjab,2020,-0.02898313826699223,-0.03163557975064987,
shock_persistence_only,Punjab,2021,-0.16392496530814205,-0.02898313826699223,
shock_persistence_only,Punjab,2022,0.04963022302674636,-0.16392496530814205,
shock_persistence_only,Uttar Pradesh,2014,-0.4650835249207156,-0.014631592487834355,
shock_persistence_only,Uttar Pradesh,2015,0.07119710876414909,-0.4650835249207156,
shock_persistence_only,Uttar Pradesh,2016,0.31044111700600274,0.07119710876414909,
shock_persistence_only,Uttar Pradesh,2017,0.15307831858422996,0.31044111700600274,
shock_persistence_only,Uttar Pradesh,2018,0.10329601891239887,0.15307831858422996,
shock_persistence_only,Uttar Pradesh,2019,-0.021728234030626403,0.10329601891239887,
shock_persistence_only,Uttar Pradesh,2020,0.02635885517962548,-0.021728234030626403,
shock_persistence_only,Uttar Pradesh,2021,-0.014141867650077493,0.02635885517962548,
shock_persistence_only,Uttar Pradesh,2022,-0.0007484446839512097,-0.014141867650077493,
